ContactName,InvoiceNumber,Reference,InvoiceDate,DueDate,Description,Quantity,UnitAmount,Discount,AccountCode,TaxType,TrackingName1,TrackingOption1
PMP Distribution Limited,C83710,2449223,2012-11-25,2012-12-20,Kathmandu  - Job 73700 - Delivery 20 Nov 2012 - 570 grams.    Boxholder Type: Total. Includes Linehaul.,21.265,75.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83711,2450852,2012-11-25,2012-12-20,Kathmandu Central Otago - Job 74087 - Delivery 20 Nov 2012 - 15 grams.    Boxholder Type: Total. Includes Linehaul.,6.383,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83712,2449716,2012-11-25,2012-12-20,Kristen School Kindie Mailer - Job 73986 - Delivery 20 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,0.65,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83713,2448148,2012-11-25,2012-12-20,Lewis Home Fabrics - Job 73387 - Delivery 19 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,4.169,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83714,,2012-11-25,2012-12-20,Lifecare Waiheke Flyerr - Job 74129 - Delivery 20 Nov 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,0.267,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83715,2450553,2012-11-25,2012-12-20,New World Christmas Card - Job 74153 - Delivery 24 Nov 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,81.309,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83716,2450042,2012-11-25,2012-12-20,New World Northern - Job 74063 - Delivery 24 Nov 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,81.309,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83717,2450060,2012-11-25,2012-12-20,New World Southern  - Job 73780 - Delivery 24 Nov 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,56.968,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83718,2448915,2012-11-25,2012-12-20,Noel Leeming - Job 73628 - Delivery 20 Nov 2012 - 40 grams.    Boxholder Type: Total. Includes Linehaul.,102.268,59.7,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83719,2449000,2012-11-25,2012-12-20,Noel Leeming Warkworth - Job 73556 - Delivery 20 Nov 2012 - 200 grams.    Boxholder Type: Total. Includes Linehaul.,5.135,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83720,2448193,2012-11-25,2012-12-20,Paulas Beds and Furniture - Job 73384 - Delivery 19 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,3.079,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83721,2450924,2012-11-25,2012-12-20,Powerstore Samsung Mailer - Job 74082 - Delivery 20 Nov 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,22.126,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83722,2450797,2012-11-25,2012-12-20,Repco Xmas Catalogue - Job 74075 - Delivery 20 Nov 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,183.171,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83723,2449981,2012-11-25,2012-12-20,Scenic Hotels - Job 73808 - Delivery 19 Nov 2012 - 20 grams.    Boxholder Type: Total. ,2.736,0,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83724,2450651,2012-11-25,2012-12-20,Snap Broadband - Job 74077 - Delivery 20 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,1.05,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83725,2450625,2012-11-25,2012-12-20,Snap Broadband - Job 74078 - Delivery 20 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,3.39,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83726,24515772,2012-11-25,2012-12-20,South Waikato A-Z Directory - Job 74216 - Delivery 19 Nov 2012 - 115 grams.    Boxholder Type: Total. Includes Linehaul.,2.107,91.9,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83727,2450807,2012-11-25,2012-12-20,Storage Box - Job 74079 - Delivery 20 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,2.72,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83728,2448293,2012-11-25,2012-12-20,The Hub Hornby Christmas Mailer - Job 73392 - Delivery 19 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,7.765,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83729,2450720,2012-11-25,2012-12-20,Toyworld - Job 74052 - Delivery 19 Nov 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,15.298,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83730,2450547,2012-11-25,2012-12-20,Tyrepower - Job 74083 - Delivery 20 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,2.975,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C83731,2450659,2012-11-25,2012-12-20,Z Wash and Vac - Job 74015 - Delivery 19 Nov 2012 - 10 grams.    Boxholder Type: Total. ,6.04,55.6,,100,15% GST on income,Division,Circulars

