Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C81288	30/11/2011		I	CI/1	1925.000	Cambridge Property Guide - Job 70200 - Delivery 30 Nov 2011 - 75 grams. Includes folding fee 0.0100 cents.  	0.0905	0.1041	174.213	Cambridge Property Guide	S	26.13	I	106

C81289	30/11/2011	10455	I	CI/1	8092.000	Rural Advocate - Job 70288 - Delivery 18 Nov 2011 - 185 grams. Includes folding fee 0.0100 cents.  	0.1078	0.1240	872.318	Rural Advocate	S	130.85	I	106

C81290	30/11/2011		I	CI/1	3525.000	Te Puke Times - Job 69810 - Delivery 02 Nov 2011 - 79 grams.   	0.0805	0.0926	283.763	Te Puke Times	S	42.56	I	106
C81290	30/11/2011		I	CI/2	3525.000	Te Puke Times - Job 69811 - Delivery 09 Nov 2011 - 88 grams.   	0.0805	0.0926	283.763	Te Puke Times	S	42.56	I	106
C81290	30/11/2011		I	CI/3	3525.000	Te Puke Times - Job 70140 - Delivery 16 Nov 2011 - 97 grams.   	0.0805	0.0926	283.763	Te Puke Times	S	42.56	I	106
C81290	30/11/2011		I	CI/4	3525.000	Te Puke Times - Job 70141 - Delivery 23 Nov 2011 - 135 grams.   	0.0920	0.1058	324.300	Te Puke Times	S	48.65	I	106
C81290	30/11/2011		I	CI/5	3525.000	Te Puke Times - Job 70142 - Delivery 30 Nov 2011 - 120 grams.   	0.0920	0.1058	324.300	Te Puke Times	S	48.65	I	106

C81291	30/11/2011	Franklin	I	CI/1	4233.000	Franklin Farm Location Maps - Job 70351 - Delivery 21 Nov 2011 - 100 grams.   	0.0920	0.1058	389.436	Franklin Farm Location Maps	S	58.42	I	107

C81292	30/11/2011		I	CI/1	555.000	Beta Electrical - Job 70023 - Delivery 07 Nov 2011 - 10 grams.   	0.2703	0.3108	150.017	Beta Electrical	S	22.50	I	444

C81293	30/11/2011	4500346888 	I	CI/1	27165.000	Zapp Encore - Job 69999 - Delivery 21 Nov 2011 - 20 grams.   Includes Linehaul.	0.0971	0.1117	2637.722	Zapp Encore	S	395.66	I	465

C81294	30/11/2011		I	CI/1	13415.000	Bayleys LNI Preview - Job 70058 - Delivery IOA - 110 grams.   Includes Linehaul.	0.1766	0.2031	2369.089	Bayleys LNI Preview	S	355.36	I	111
C81294	30/11/2011		I	CI/2	933.000	Bayleys LNI Preview - Job 70059 - Delivery IOA - 110 grams.   Includes Linehaul.	0.1766	0.2031	164.768	Bayleys LNI Preview	S	24.72	I	111

C81295	30/11/2011		I	CI/1	3511.000	Waikato, Paeroa Flyer - Job 70286 - Delivery 15 Nov 2011 - 10 grams.   Includes Linehaul.	0.0971	0.1117	340.918	Waikato, Paeroa Flyer	S	51.14	I	306

C81296	30/11/2011	75212 	I	CI/1	4189.000	Bayquip Booklet - Job 70044 - Delivery 03 Nov 2011 - 25 grams.   Includes Linehaul.	0.0971	0.1117	406.752	Bayquip Booklet	S	61.01	I	223

C81297	30/11/2011		I	CI/1	14828.000	Rural Living  - Job 70146 - Delivery 14 Nov 2011 - 75 grams.   Includes Linehaul.	0.0996	0.1145	1476.869	Rural Living 	S	221.53	I	256

C81298	30/11/2011		I	CI/1	87232.000	C-Dax Dec/Jan 2012 - Job 70368 - Delivery 29 Nov 2011 - 14 grams.   Includes Linehaul.	0.0718	0.0826	6263.258	C-Dax Dec/Jan 2012	S	939.49	I	116

C81299	30/11/2011		I	CI/1	9401.000	Bull Flyer - Job 70254 - Delivery 14 Nov 2011 - 10 grams.   Includes Linehaul.	0.0750	0.0863	705.075	Bull Flyer	S	105.76	I	125

C81300	30/11/2011		I	CI/1	24716.000	CRT Noels/BP/Telecom - Job 70371 - Delivery 30 Nov 2011 - 10 grams.   Includes Linehaul.	0.0750	0.0863	1853.700	CRT Noels/BP/Telecom	S	278.06	I	125

C81301	30/11/2011		I	CI/1	5884.000	Marketplace Flyers - Job 70300 - Delivery 23 Nov 2011 - 10 grams.   Includes Linehaul.	0.0750	0.0863	441.300	Marketplace Flyers	S	66.20	I	125

C81302	30/11/2011		I	CI/1	7341.000	Mitre10 Mailing - Job 70255 - Delivery 23 Nov 2011 - 10 grams.   Includes Linehaul.	0.0750	0.0863	550.575	Mitre10 Mailing	S	82.59	I	125

C81303	30/11/2011		I	CI/1	750.000	Placemakers - Job 70267 - Delivery 16 Nov 2011 - 10 grams.   Includes Linehaul.	0.2000	0.2300	150.000	Placemakers	S	22.50	I	125

C81304	30/11/2011		I	CI/1	2466.000	Seed Demo - Job 70266 - Delivery 14 Nov 2011 - 10 grams.   Includes Linehaul.	0.0750	0.0863	184.950	Seed Demo	S	27.74	I	125

C81305	30/11/2011		I	CI/1	24716.000	The All Purpose Farmers Toolkit - Job 70257 - Delivery IOA - 30 grams.   Includes Linehaul.	0.1089	0.1252	2691.572	The All Purpose Farmers Toolkit	S	403.74	I	125

C81306	30/11/2011		I	CI/1	9401.000	Weaner Calf Flyer - Job 70253 - Delivery 10 Nov 2011 - 10 grams.   Includes Linehaul.	0.0750	0.0863	705.075	Weaner Calf Flyer	S	105.76	I	125

C81307	30/11/2011	128350	I	CI/1	2380.000	All Systems Go = Productivity Workshop - Job 70056 - Delivery 21 Nov 2011 - 10 grams.   	0.0805	0.0926	191.590	All Systems Go = Productivity Workshop	S	28.74	I	233

C81308	30/11/2011	128666	I	CI/1	2913.000	BOP FDE Pond Storage Flyer - Job 70352 - Delivery 23 Nov 2011 - 10 grams.   Includes Linehaul.	0.0949	0.1091	276.444	BOP FDE Pond Storage Flyer	S	41.47	I	233

C81309	30/11/2011	128135	I	CI/1	6031.000	Farm Dairy Effluent Storage - Job 69991 - Delivery 02 Nov 2011 - 10 grams.   	0.0805	0.0926	485.496	Farm Dairy Effluent Storage	S	72.82	I	233

C81310	30/11/2011	128385	I	CI/1	1244.000	Farm Dairy Effluent Storage - Job 70061 - Delivery 15 Nov 2011 - 10 grams.   	0.1206	0.1387	150.026	Farm Dairy Effluent Storage	S	22.50	I	233

