Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Total_GST_Inc	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C81976	30/04/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389

C81977	30/04/2012		I	CI/1	11345.000	FCN - Thursday - Job 71098 - Delivery 05 Apr 2012 - 160 grams. Includes folding fee 0.0100 cents.  	0.1117	0.1285	1267.24	1457.33	FCN - Thursday	S	190.09	I	389
C81977	30/04/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C81977	30/04/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C81977	30/04/2012		I	CI/2	11345.000	FCN - Thursday - Job 71346 - Delivery 12 Apr 2012 - 195 grams. Includes folding fee 0.0100 cents.  	0.1117	0.1285	1267.24	1457.33	FCN - Thursday	S	190.09	I	389
C81977	30/04/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C81977	30/04/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C81977	30/04/2012		I	CI/3	11345.000	FCN - Thursday - Job 71347 - Delivery 19 Apr 2012 - 175 grams. Includes folding fee 0.0100 cents.  	0.1117	0.1285	1267.24	1457.33	FCN - Thursday	S	190.09	I	389
C81977	30/04/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C81977	30/04/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C81977	30/04/2012		I	CI/4	11345.000	FCN - Thursday - Job 71348 - Delivery 26 Apr 2012 - 155 grams. Includes folding fee 0.0100 cents.  	0.1117	0.1285	1267.24	1457.33	FCN - Thursday	S	190.09	I	389
C81977	30/04/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C81977	30/04/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389

C81978	30/04/2012		I	CI/1	11145.000	FCN - Tuesday - Job 71102 - Delivery 03 Apr 2012 - 95 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	1065.46	1225.28	FCN - Tuesday	S	159.82	I	389
C81978	30/04/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389
C81978	30/04/2012		I	CI/2	11145.000	FCN - Tuesday - Job 71351 - Delivery 10 Apr 2012 - 55 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	1065.46	1225.28	FCN - Tuesday	S	159.82	I	389
C81978	30/04/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389
C81978	30/04/2012		I	CI/3	11145.000	FCN - Tuesday - Job 71353 - Delivery 17 Apr 2012 - 60 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	1065.46	1225.28	FCN - Tuesday	S	159.82	I	389
C81978	30/04/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389
C81978	30/04/2012		I	CI/4	11145.000	FCN - Tuesday - Job 71354 - Delivery 24 Apr 2012 - 70 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	1065.46	1225.28	FCN - Tuesday	S	159.82	I	389
C81978	30/04/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389

C81979	30/04/2012		I	CI/1	2265.000	Matamata Chronicle - Job 71106 - Delivery 04 Apr 2012 - 66 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	216.53	249.01	Matamata Chronicle	S	32.48	I	389
C81979	30/04/2012		I	CI/2	2265.000	Matamata Chronicle - Job 71356 - Delivery 11 Apr 2012 - 66 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	216.53	249.01	Matamata Chronicle	S	32.48	I	389
C81979	30/04/2012		I	CI/3	2265.000	Matamata Chronicle - Job 71357 - Delivery 18 Apr 2012 - 88 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	216.53	249.01	Matamata Chronicle	S	32.48	I	389
C81979	30/04/2012		I	CI/4	2265.000	Matamata Chronicle - Job 71358 - Delivery 25 Apr 2012 - 110 grams. Includes folding fee 0.0100 cents.  	0.1063	0.1222	240.77	276.89	Matamata Chronicle	S	36.12	I	389

C81980	30/04/2012		I	CI/1	2876.000	Nth Waikato News - Job 71110 - Delivery 04 Apr 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	244.17	280.80	Nth Waikato News	S	36.63	I	389
C81980	30/04/2012		I	CI/2	2876.000	Nth Waikato News - Job 71361 - Delivery 11 Apr 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	244.17	280.80	Nth Waikato News	S	36.63	I	389
C81980	30/04/2012		I	CI/3	2876.000	Nth Waikato News - Job 71362 - Delivery 18 Apr 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	244.17	280.80	Nth Waikato News	S	36.63	I	389
C81980	30/04/2012		I	CI/4	2876.000	Nth Waikato News - Job 71363 - Delivery 25 Apr 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	244.17	280.80	Nth Waikato News	S	36.63	I	389

C81981	30/04/2012		I	CI/1	3457.000	Piako Post - Job 71114 - Delivery 04 Apr 2012 - 145 grams. Includes folding fee 0.0100 cents.  	0.1063	0.1222	367.48	422.60	Piako Post	S	55.12	I	389
C81981	30/04/2012		I	CI/2	3457.000	Piako Post - Job 71366 - Delivery 11 Apr 2012 - 214 grams. Includes folding fee 0.0100 cents.  	0.1224	0.1408	423.14	486.61	Piako Post	S	63.47	I	389
C81981	30/04/2012		I	CI/3	3457.000	Piako Post - Job 71367 - Delivery 18 Apr 2012 - 245 grams. Includes folding fee 0.0100 cents.  	0.1224	0.1408	423.14	486.61	Piako Post	S	63.47	I	389
C81981	30/04/2012		I	CI/4	3457.000	Piako Post - Job 71368 - Delivery 25 Apr 2012 - 185 grams. Includes folding fee 0.0100 cents.  	0.1117	0.1285	386.15	444.07	Piako Post	S	57.92	I	389

C81982	30/04/2012		I	CI/1	2885.000	Rotorua Review - Job 71118 - Delivery 04 Apr 2012 - 88 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	275.81	317.18	Rotorua Review	S	41.37	I	389
C81982	30/04/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C81982	30/04/2012		I	CI/2	2885.000	Rotorua Review - Job 71375 - Delivery 11 Apr 2012 - 55 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	275.81	317.18	Rotorua Review	S	41.37	I	389
C81982	30/04/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C81982	30/04/2012		I	CI/3	2885.000	Rotorua Review - Job 71376 - Delivery 18 Apr 2012 - 66 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	275.81	317.18	Rotorua Review	S	41.37	I	389
C81982	30/04/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C81982	30/04/2012		I	CI/4	2885.000	Rotorua Review - Job 71377 - Delivery 25 Apr 2012 - 76 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	275.81	317.18	Rotorua Review	S	41.37	I	389
C81982	30/04/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389

C81983	30/04/2012		I	CI/1	2017.000	Sth Waikato News - Job 71122 - Delivery 04 Apr 2012 - 88 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	192.83	221.75	Sth Waikato News	S	28.92	I	389
C81983	30/04/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C81983	30/04/2012		I	CI/2	2017.000	Sth Waikato News - Job 71380 - Delivery 11 Apr 2012 - 96 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	192.83	221.75	Sth Waikato News	S	28.92	I	389
C81983	30/04/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C81983	30/04/2012		I	CI/3	2017.000	Sth Waikato News - Job 71381 - Delivery 18 Apr 2012 - 109 grams. Includes folding fee 0.0100 cents.  	0.1063	0.1222	214.41	246.57	Sth Waikato News	S	32.16	I	389
C81983	30/04/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C81983	30/04/2012		I	CI/4	2017.000	Sth Waikato News - Job 71382 - Delivery 25 Apr 2012 - 116 grams. Includes folding fee 0.0100 cents.  	0.1063	0.1222	214.41	246.57	Sth Waikato News	S	32.16	I	389
C81983	30/04/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389

C81984	30/04/2012		I	CI/1	11270.000	Waikato Farmers Newspaper - Job 71385 - Delivery IOA - 80 grams. Includes folding fee 0.0100 cents.  Includes Linehaul.	0.1277	0.1469	1439.18	1655.06	Waikato Farmers Newspaper	S	215.88	I	389

C81985	30/04/2012		I	CI/1	1815.000	Farrells Nurseries - Job 71498 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0750	0.0863	136.13	156.55	Farrells Nurseries	S	20.42	I	487
C81985	30/04/2012		I	CI/2	1747.000	Farrells Nurseries - Job 71501 - Delivery 23 Apr 2012 - 10 grams.   Includes Linehaul.	0.0750	0.0863	131.03	150.68	Farrells Nurseries	S	19.65	I	487

C81986	30/04/2012		I	CI/1	18363.000	Gibb-Gro Newsletter - Job 71251 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	1783.05	2050.51	Gibb-Gro Newsletter	S	267.46	I	419
C81986	30/04/2012		I	CI/2	18363.000	Gibb-Gro Newsletter - Job 71251 - Delivery IOA - 10 grams. Bags Boxes and Counter. Includes Linehaul.	0.0450	0.0518	826.34	950.29	Gibb-Gro Newsletter	S	123.95	I	419

C81987	30/04/2012		I	CI/1	5944.000	Ray Johnson - Consultant - Job 71514 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	577.16	663.73	Ray Johnson - Consultant	S	86.57	I	484

C81988	30/04/2012		I	CI/1	4799.000	HDC Long Term Plan - Job 71228 - Delivery 04 Apr 2012 - 10 grams.   	0.0824	0.0948	395.44	454.76	HDC Long Term Plan	S	59.32	I	399

C81989	30/04/2012		I	CI/1	4799.000	My Hastings - Job 71229 - Delivery 04 Apr 2012 - 10 grams.   	0.0824	0.0948	395.44	454.76	My Hastings	S	59.32	I	399

C81990	30/04/2012	N24488	I	CI/1	7168.000	Our Place - Job 71304 - Delivery 10 Apr 2012 - 20 grams.   	0.0824	0.0948	590.64	679.24	Our Place	S	88.60	I	285

C81991	30/04/2012		I	CI/1	5996.000	Spotlight - Job 71710 - Delivery 02 Apr 2012 - 10 grams.   Includes Linehaul.	0.0883	0.1015	529.45	608.87	Spotlight	S	79.42	I	285

C81992	30/04/2012		I	CI/1	871.000	Abron Tabloid - Job 71250 - Delivery 03 Apr 2012 - 20 grams.   Includes Linehaul.	0.1722	0.1980	149.99	172.49	Abron Tabloid	S	22.50	I	281

C81993	30/04/2012		I	CI/1	3160.000	Ray White Flyer - Job 71269 - Delivery IOA - 10 grams.   	0.0824	0.0948	260.38	299.44	Ray White Flyer	S	39.06	I	333

C81994	30/04/2012		I	CI/1	830.000	Hibiscus Matters - Job 71222 - Delivery 05 Apr 2012 - 35 grams.   	0.0904	0.1040	75.03	86.28	Hibiscus Matters	S	11.25	I	240
C81994	30/04/2012		I	CI/2	830.000	Hibiscus Matters - Job 71223 - Delivery 19 Apr 2012 - 35 grams.   	0.0904	0.1040	75.03	86.28	Hibiscus Matters	S	11.25	I	240

C81995	30/04/2012		I	CI/1	31800.000	Max Birt Sawmills - Ruakaka - Job 71253 - Delivery 30 Apr 2012 - 5 grams.   Includes Linehaul.	0.0851	0.0979	2706.18	3112.11	Max Birt Sawmills - Ruakaka	S	405.93	I	172

C81996	30/04/2012	COU1402NZ	I	CI/1	26201.000	National Dairy Flyer - Job 70737 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	2544.12	2925.74	National Dairy Flyer	S	381.62	I	400
C81996	30/04/2012	COU1402NZ	I	CI/2	1.000	National Dairy Flyer - Job 70737 - Delivery IOA - 10 grams. Bags Boxes and Counter. Includes Linehaul.	100.0000	115.0000	100.00	115.00	National Dairy Flyer	S	15.00	I	400

C81997	30/04/2012		I	CI/1	28964.000	Canterbury Farming - Job 71387 - Delivery 23 Apr 2012 - 60 grams.   Includes Linehaul.	0.0927	0.1066	2684.96	3087.70	Canterbury Farming	S	402.74	I	257

C81998	30/04/2012		I	CI/1	4620.000	Kaipara Lifestyler - Job 71127 - Delivery 04 Apr 2012 - 75 grams.   	0.0750	0.0863	346.50	398.48	Kaipara Lifestyler	S	51.98	I	257
C81998	30/04/2012		I	CI/2	4620.000	Kaipara Lifestyler - Job 71313 - Delivery 11 Apr 2012 - 75 grams.   	0.0750	0.0863	346.50	398.48	Kaipara Lifestyler	S	51.98	I	257
C81998	30/04/2012		I	CI/3	4620.000	Kaipara Lifestyler - Job 71314 - Delivery 18 Apr 2012 - 75 grams.   	0.0750	0.0863	346.50	398.48	Kaipara Lifestyler	S	51.98	I	257
C81998	30/04/2012		I	CI/4	4620.000	Kaipara Lifestyler - Job 71315 - Delivery 25 Apr 2012 - 75 grams.   	0.0750	0.0863	346.50	398.48	Kaipara Lifestyler	S	51.98	I	257

C81999	30/04/2012		I	CI/1	33082.000	Northland Farming Lifestyler - Job 71509 - Delivery 23 Apr 2012 - 71 grams.   	0.0927	0.1066	3066.70	3526.71	Northland Farming Lifestyler	S	460.01	I	257

C82000	30/04/2012		I	CI/1	22281.000	Taranaki/Manawatu  Farming Lifestlye - Job 71352 - Delivery 16 Apr 2012 - 70 grams.   Includes Linehaul.	0.0927	0.1066	2065.45	2375.27	Taranaki/Manawatu  Farming Lifestlye	S	309.82	I	257

C82001	30/04/2012		I	CI/1	30455.000	Waikato Farming Lifestyler - Job 71495 - Delivery 16 Apr 2012 - 75 grams.   Includes Linehaul.	0.0927	0.1066	2823.18	3246.66	Waikato Farming Lifestyler	S	423.48	I	257

C82002	30/04/2012		I	CI/1	5191.000	Northland Machinery Flyer - Job 71454 - Delivery 16 Apr 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	504.05	579.66	Northland Machinery Flyer	S	75.61	I	313

C82003	30/04/2012	345621VP	I	CI/1	4320.000	Norwoods AgMag - Job 71262 - Delivery 03 Apr 2012 - 80 grams.   Includes Linehaul.	0.1354	0.1557	584.93	672.67	Norwoods AgMag	S	87.74	I	483

C82004	30/04/2012	352810VP	I	CI/1	2520.000	Welco - Job 71528 - Delivery 23 Apr 2012 - 10 grams.   	0.0971	0.1117	244.69	281.39	Welco	S	36.70	I	483

C82005	30/04/2012		I	CI/1	2478.000	Ballance Farm Enviroment Awards - Job 71257 - Delivery 04 Apr 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	240.61	276.70	Ballance Farm Enviroment Awards	S	36.09	I	411

C82006	30/04/2012		I	CI/1	25567.000	Dairyman - Job 71255 - Delivery 18 Apr 2012 - 143 grams.   Includes Linehaul.	0.1180	0.1357	3016.91	3469.45	Dairyman	S	452.54	I	261
C82006	30/04/2012		I	CI/2	1.000	Dairyman - Job 71255 - Delivery 18 Apr 2012 - 143 grams. Bags Boxes and Counter. Includes Linehaul.	327.9600	377.1540	327.96	377.15	Dairyman	S	49.19	I	261

C82007	30/04/2012		I	CI/1	80893.000	Straight Furrow - Job 71234 - Delivery 02 Apr 2012 - 72 grams.   Includes Linehaul.	0.0940	0.1081	7603.94	8744.53	Straight Furrow	S	1140.59	I	261
C82007	30/04/2012		I	CI/2	1612.000	Straight Furrow - Job 71234 - Delivery 02 Apr 2012 - 72 grams. Bags Boxes and Counter. Includes Linehaul.	0.0910	0.1047	146.69	168.69	Straight Furrow	S	22.00	I	261

C82008	30/04/2012		I	CI/1	72215.000	Straight Furrow - Job 71490 - Delivery 17 Apr 2012 - 71 grams.   Includes Linehaul.	0.0940	0.1081	6788.21	7806.44	Straight Furrow	S	1018.23	I	261
C82008	30/04/2012		I	CI/2	1612.000	Straight Furrow - Job 71490 - Delivery 17 Apr 2012 - 71 grams. Bags Boxes and Counter. Includes Linehaul.	0.0910	0.1047	146.69	168.69	Straight Furrow	S	22.00	I	261
C82008	30/04/2012		I	CI/3	8678.000	Straight Furrow - Job 71496 - Delivery 17 Apr 2012 - 85 grams.   Includes Linehaul.	0.0940	0.1081	815.73	938.09	Straight Furrow	S	122.36	I	261

C82009	30/04/2012		I	CI/1	80893.000	Straight Furrow - Job 71600 - Delivery 30 Apr 2012 - 80 grams.   Includes Linehaul.	0.0940	0.1081	7603.94	8744.53	Straight Furrow	S	1140.59	I	261
