ContactName,InvoiceNumber,Reference,InvoiceDate,DueDate,Description,Quantity,UnitAmount,Discount,AccountCode,TaxType,TrackingName1,TrackingOption1
PMP Distribution Limited,C85878,2463807,2013-10-31,2013-11-20,Uncle Bills Wholesale Club Masterton - Job 77105 - Delivery 16 Jul 2013 - 24 grams.    Boxholder Type: Total. Includes Linehaul.,4.16,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85879,2463729,2013-10-31,2013-11-20,Wanganui Country Living - Job 77216 - Delivery 04 Jul 2013 - 106 grams.    Boxholder Type: Total. Includes Linehaul.,4.1,93.3,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85880,2463519,2013-10-31,2013-11-20,West Auckland Trust Services Mag - Job 77068 - Delivery 16 Jul 2013 - 26 grams.    Boxholder Type: Total. Includes Linehaul.,4.382,60.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85881,2464312,2013-10-31,2013-11-20,Woosh - Job 77341 - Delivery 16 Jul 2013 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,7.64,56.4,,100,15% GST on income,Division,Circulars
C-Dax Limited,C85882,,2013-10-31,2013-11-20,C-Dax - XC3 - Job 77527 - Delivery 30 Jul 2013 - 15 grams.  Includes premium fee 10/1000.  Boxholder Type: Farmers. Includes Linehaul.,81.281,84.4,,100,15% GST on income,Division,Circulars
C-Dax Limited,C85883,,2013-10-31,2013-11-20,C-Dax InEx Flyer - Job 77533 - Delivery 30 Jul 2013 - 15 grams.  Includes premium fee 10/1000.  Boxholder Type: Farmers. Includes Linehaul.,81.281,84.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85884,2464626,2013-10-31,2013-11-20,Briscoes - Job 77386 - Delivery 22 Jul 2013 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,36.98,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85885,2463000,2013-10-31,2013-11-20,Dick Smith - Job 77005 - Delivery 23 Jul 2013 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,22.206,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85886,2463972,2013-10-31,2013-11-20,Four Square Northern - Job 77212 - Delivery 27 Jul 2013 - 11 grams.    Boxholder Type: Total. Includes Linehaul.,56.101,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85887,2464022,2013-10-31,2013-11-20,Four Square Southern - Job 77272 - Delivery 27 Jul 2013 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,42.392,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85888,2463800,2013-10-31,2013-11-20,Genius Homes - Job 77225 - Delivery 27 Jul 2013 - 10 grams.    Boxholder Type: Farmers. Includes Linehaul.,4.469,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85889,2465284,2013-10-31,2013-11-20,Heathcote Appliances - Job 77464 - Delivery 23 Jul 2013 - 40 grams.    Boxholder Type: Total. Includes Linehaul.,15.062,60.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85890,2465357,2013-10-31,2013-11-20,Honda Christchurch - Job 77474 - Delivery 23 Jul 2013 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,8.654,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85891,2464000,2013-10-31,2013-11-20,Lumino Torbay - Job 77326 - Delivery 22 Jul 2013 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,0.893,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85892,2464746,2013-10-31,2013-11-20,Matamata-Piako A-Z Business Directory - Job 77393 - Delivery 22 Jul 2013 - 134 grams.    Boxholder Type: Total. Includes Linehaul.,4.96,93.3,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85893,2463798,2013-10-31,2013-11-20,New World Northern - Job 77209 - Delivery 27 Jul 2013 - 48 grams.    Boxholder Type: Total. Includes Linehaul.,82.053,60.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85894,2464059,2013-10-31,2013-11-20,New World Southern  - Job 77267 - Delivery 27 Jul 2013 - 42 grams.    Boxholder Type: Total. Includes Linehaul.,57.893,60.6,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85895,2465032,2013-10-31,2013-11-20,Northpower Consumerline - Job 77413 - Delivery 24 Jul 2013 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,15.357,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85896,2464331,2013-10-31,2013-11-20,Number 1 Shoes - Job 77342 - Delivery 25 Jul 2013 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,26.912,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85897,2465065,2013-10-31,2013-11-20,PGG Wrightson Colin Gilbert Flyer - Job 77419 - Delivery 22 Jul 2013 - 5 grams.    Boxholder Type: Total. Includes Linehaul.,0.75,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85899,2465362,2013-10-31,2013-11-20,Specsavers Whakatane - Job 77475 - Delivery 22 Jul 2013 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,4.485,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85900,2464899,2013-10-31,2013-11-20,Sub - Job 77412 - Delivery 24 Jul 2013 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,12.284,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85901,2464601,2013-10-31,2013-11-20,Sunnys Variety Store - Job 77344 - Delivery 10 Jul 2013 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,2.195,56.4,,100,15% GST on income,Division,Circulars
,C85901,2464601,2013-10-31,2013-11-20,Sunnys Variety Store - Job 77345 - Delivery 24 Jul 2013 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,2.195,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85902,2465163,2013-10-31,2013-11-20,Taratahi Generate Self Development - Job 77449 - Delivery 23 Jul 2013 - 10 grams.    Boxholder Type: Total. ,21.232,56.4,,100,15% GST on income,Division,Circulars
PMP Distribution Limited,C85903,2465044,2013-10-31,2013-11-20,Waiariki Your Story Begins Here - Job 77440 - Delivery 22 Jul 2013 - 10 grams.    Boxholder Type: Total. ,2.08,56.4,,100,15% GST on income,Division,Circulars
