ContactName,InvoiceNumber,Reference,InvoiceDate,DueDate,Description,Quantity,UnitAmount,Discount,AccountCode,TaxType,TrackingName1,TrackingOption1
Agriculture ITO,C83733,,2012-11-30,2012-12-20,Ag ITO Flyer - Job 73836 - Delivery IOA - 10 grams.    Boxholder Type: Dairy. Includes Linehaul.,0.202,742.6,,100,15% GST on income,Division,Circulars
AgriHealth NZ Ltd,C83734,PO CJ169,2012-11-30,2012-12-20,Hoprabrovas Postcard - Job 73693 - Delivery 30 Nov 2012 - 15 grams.    Boxholder Type: Dairy. Includes Linehaul.,26.365,97.1,,100,15% GST on income,Division,Circulars
APN Holdings NZ Limited,C83735,,2012-11-30,2012-12-20,Cambridge Property Guide - Job 73857 - Delivery 07 Nov 2012 - 75 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.18,95.6,,100,15% GST on income,Division,Circulars
,C83735,,2012-11-30,2012-12-20,Cambridge Property Guide - Job 73858 - Delivery 14 Nov 2012 - 75 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.18,95.6,,100,15% GST on income,Division,Circulars
,C83735,,2012-11-30,2012-12-20,Cambridge Property Guide - Job 73859 - Delivery 21 Nov 2012 - 75 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.18,95.6,,100,15% GST on income,Division,Circulars
,C83735,,2012-11-30,2012-12-20,Cambridge Property Guide - Job 73860 - Delivery 28 Nov 2012 - 75 grams. Includes folding fee 0.0100 cents.   Boxholder Type: Total. ,2.18,95.6,,100,15% GST on income,Division,Circulars
APN Holdings NZ Limited,C83736,,2012-11-30,2012-12-20,Rural Advocate - Job 73874 - Delivery 21 Nov 2012 - 132 grams.    Boxholder Type: Total. ,6.125,92,,100,15% GST on income,Division,Circulars
,C83736,,2012-11-30,2012-12-20,Rural Advocate - Job 73875 - Delivery 21 Nov 2012 - 132 grams.    Boxholder Type: Farmers. ,1.94,92,,100,15% GST on income,Division,Circulars
APN Holdings NZ Limited,C83737,,2012-11-30,2012-12-20,Te Puke Times - Job 73866 - Delivery 01 Nov 2012 - 60 grams.    Boxholder Type: Total. ,3.27,85.6,,100,15% GST on income,Division,Circulars
,C83737,,2012-11-30,2012-12-20,Te Puke Times - Job 73867 - Delivery 08 Nov 2012 - 61 grams.    Boxholder Type: Total. ,3.27,85.6,,100,15% GST on income,Division,Circulars
,C83737,,2012-11-30,2012-12-20,Te Puke Times - Job 73868 - Delivery 15 Nov 2012 - 60 grams.    Boxholder Type: Total. ,3.27,85.6,,100,15% GST on income,Division,Circulars
,C83737,,2012-11-30,2012-12-20,Te Puke Times - Job 73869 - Delivery 22 Nov 2012 - 94 grams.    Boxholder Type: Total. ,3.27,85.6,,100,15% GST on income,Division,Circulars
,C83737,,2012-11-30,2012-12-20,Te Puke Times - Job 73870 - Delivery 29 Nov 2012 - 60 grams.    Boxholder Type: Total. ,3.27,85.6,,100,15% GST on income,Division,Circulars
Arcadia Marketing Limited,C83738,South Canterbury,2012-11-30,2012-12-20,Farm Location Maps - Job 74092 - Delivery IOA - 100 grams.    Boxholder Type: Farmers. ,2.636,94.2,,100,15% GST on income,Division,Circulars
Arcadia Marketing Limited,C83739,North Otago,2012-11-30,2012-12-20,Reply Paid Cards - Job 73963 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Farmers. ,1.333,112.5,,100,15% GST on income,Division,Circulars
Arcadia Marketing Limited,C83740,Taranaki North,2012-11-30,2012-12-20,Reply Paid Cards - Job 73964 - Delivery 13 Nov 2012 - 100 grams.    Boxholder Type: Farmers. ,2.542,94.2,,100,15% GST on income,Division,Circulars
Arcadia Marketing Limited,C83741,,2012-11-30,2012-12-20,Thames Farm Location Maps - Job 73801 - Delivery IOA - 100 grams.    Boxholder Type: Farmers. ,0.462,324.7,,100,15% GST on income,Division,Circulars
Whalan & Partners Limited,C83742,,2012-11-30,2012-12-20,1070 Ashley Gorge Road - Job 74008 - Delivery 12 Nov 2012 - 10 grams.    Boxholder Type: Farmers. Includes Linehaul.,0.99,151.5,,100,15% GST on income,Division,Circulars
