Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Total_GST_Inc	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C82792	31/08/2012		I	CI/5	3270.000	Te Puke Times - Job 72460 - Delivery 30 Aug 2012 - 72 grams.   	0.0856	0.0984	279.91	321.90	Te Puke Times	S	41.99	I	106

C82793	31/08/2012	Cent/West Southland	I	CI/1	2665.000	Farm Location Maps - Job 72443 - Delivery 07 Aug 2012 - 100 grams.   	0.0942	0.1083	251.04	288.70	Farm Location Maps	S	37.66	I	107

C82794	31/08/2012	Whangarei	I	CI/1	1880.000	Reply Paid Cards - Job 72444 - Delivery IOA - 10 grams.   	0.0798	0.0918	150.02	172.52	Reply Paid Cards	S	22.50	I	107

C82795	31/08/2012	Sth Canty	I	CI/1	2636.000	Reply Paid Cards - Job 72445 - Delivery IOA - 10 grams.   	0.0824	0.0948	217.21	249.79	Reply Paid Cards	S	32.58	I	107

C82796	31/08/2012		I	CI/1	1725.000	Rural Property Research - Job 72646 - Delivery 09 Aug 2012 - 10 grams.   Includes Linehaul.	0.0870	0.1001	150.08	172.59	Rural Property Research	S	22.51	I	344

C82797	31/08/2012		I	CI/1	749.000	Wanted - Bill Whalan - Job 72645 - Delivery 13 Aug 2012 - 10 grams.   Includes Linehaul.	0.2003	0.2303	150.02	172.52	Wanted - Bill Whalan	S	22.50	I	344

C82798	31/08/2012		I	CI/1	6610.000	Elections And Annual Meeting - Job 72449 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	641.83	738.10	Elections And Annual Meeting	S	96.27	I	427

C82799	31/08/2012		I	CI/1	1572.000	Land & Enviroment Planning Workshop - Job 72450 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0955	0.1098	150.13	172.65	Land & Enviroment Planning Workshop	S	22.52	I	427

C82800	31/08/2012		I	CI/1	874.000	Ruapehu Farming For Profit - Job 72641 - Delivery IOA - 10 grams.   Includes Linehaul.	0.1716	0.1973	149.98	172.48	Ruapehu Farming For Profit	S	22.50	I	427

C82801	31/08/2012		I	CI/1	14828.000	Rural Living  - Job 72463 - Delivery 31 Aug 2012 - 75 grams.   Includes Linehaul.	0.0996	0.1145	1476.87	1698.40	Rural Living 	S	221.53	I	256

C82802	31/08/2012		I	CI/1	87500.000	C-Dax InEx Winter Flyer - Job 72134 - Delivery IOA - 15 grams.   Includes Linehaul.	0.0744	0.0856	6510.00	7486.50	C-Dax InEx Winter Flyer	S	976.50	I	116

C82803	31/08/2012		I	CI/1	87500.000	C-Dax September Flyer - Job 72751 - Delivery IOA - 15 grams.   Includes Linehaul.	0.0744	0.0856	6510.00	7486.50	C-Dax September Flyer	S	976.50	I	116

C82804	31/08/2012		I	CI/1	2975.000	Central Excavations Flyer - Job 72630 - Delivery IOA - 10 grams.   	0.0824	0.0948	245.14	281.91	Central Excavations Flyer	S	36.77	I	118

C82805	31/08/2012		I	CI/1	13600.000	Country Living - Job 72820 - Delivery 29 Aug 2012 - 15 grams.   	0.0971	0.1117	1320.56	1518.64	Country Living	S	198.08	I	515

C82806	31/08/2012		I	CI/1	6525.000	Dummy job - Job 72650 - Delivery 10 Aug 2012 - 0 grams.  Includes discount of 1.0 %. 	0.0000	0.0000	0.00	0.00	Dummy job	S	0.00	I	296

C82807	31/08/2012		I	CI/1	21654.000	Ultra Mailer - Job 72686 - Delivery 20 Aug 2012 - 25 grams.   Includes Linehaul.	0.0971	0.1117	2102.60	2417.99	Ultra Mailer	S	315.39	I	314

C82808	31/08/2012	133397	I	CI/1	1675.000	 BOP Focus Farm Mating Field Day - Job 72661 - Delivery 22 Aug 2012 - 10 grams.   	0.0896	0.1030	150.08	172.59	 BOP Focus Farm Mating Field Day	S	22.51	I	233

C82809	31/08/2012	133288	I	CI/1	1646.000	Central Plateau Pasture Plus - Job 72647 - Delivery 20 Aug 2012 - 10 grams.   	0.0911	0.1048	149.95	172.44	Central Plateau Pasture Plus	S	22.49	I	233

C82810	31/08/2012	133219	I	CI/1	945.000	Hauraki Focus farm Field Day - Job 72615 - Delivery 16 Aug 2012 - 10 grams.   	0.1587	0.1825	149.97	172.47	Hauraki Focus farm Field Day	S	22.50	I	233

C82811	31/08/2012	133487	I	CI/1	1685.000	Mating Field Days 2012 - Job 72703 - Delivery 30 Aug 2012 - 10 grams.   	0.0890	0.1024	149.97	172.47	Mating Field Days 2012	S	22.50	I	233

C82812	31/08/2012	133325	I	CI/1	1229.000	Otorohanga/King Country Discussion Groups - Job 72644 - Delivery 20 Aug 2012 - 10 grams.   	0.1221	0.1404	150.06	172.57	Otorohanga/King Country Discussion Groups	S	22.51	I	233

C82813	31/08/2012	133133	I	CI/1	656.000	Repro Rock Flyer - Job 72526 - Delivery 14 Aug 2012 - 10 grams.   	0.2287	0.2630	150.03	172.53	Repro Rock Flyer	S	22.50	I	233
C82813	31/08/2012	133133	I	CI/2	1721.000	Repro Rock Flyer - Job 72527 - Delivery 21 Aug 2012 - 10 grams.   	0.0875	0.1006	150.59	173.18	Repro Rock Flyer	S	22.59	I	233

C82814	31/08/2012	133437	I	CI/1	1172.000	Sotuh Waikato - DairyNZ events and Information - Job 72687 - Delivery 29 Aug 2012 - 10 grams.   	0.1280	0.1472	150.02	172.52	Sotuh Waikato - DairyNZ events and Information	S	22.50	I	233

C82815	31/08/2012	133559	I	CI/1	526.000	Top of South Groups Sep/Oct 12 - Job 72749 - Delivery 30 Aug 2012 - 10 grams.   	0.2852	0.3280	150.02	172.52	Top of South Groups Sep/Oct 12	S	22.50	I	233

C82816	31/08/2012	133302	I	CI/1	1326.000	Upcoming Discussions Groups - Job 72629 - Delivery 20 Aug 2012 - 10 grams.   	0.1131	0.1301	149.97	172.47	Upcoming Discussions Groups	S	22.50	I	233

C82817	31/08/2012	133144	I	CI/1	3599.000	Waimate West Field Day Sept Flyer - Job 72653 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0949	0.1091	341.55	392.78	Waimate West Field Day Sept Flyer	S	51.23	I	233

C82818	31/08/2012	133506	I	CI/1	542.000	WC Planner for 2nd half of 2012 - Job 72720 - Delivery 31 Aug 2012 - 10 grams.   	0.2767	0.3182	149.97	172.47	WC Planner for 2nd half of 2012	S	22.50	I	233

C82819	31/08/2012		I	CI/1	898.000	Donaldson Flyer  - Job 72215 - Delivery IOA - 20 grams.   Includes Linehaul.	0.1670	0.1921	149.97	172.47	Donaldson Flyer 	S	22.50	I	498

C82820	31/08/2012		I	CI/1	1820.000	Duncan Realty DLE Flyer - Job 72682 - Delivery 20 Aug 2012 - 10 grams.   Includes Linehaul.	0.0824	0.0948	149.97	172.47	Duncan Realty DLE Flyer	S	22.50	I	

C82821	31/08/2012		I	CI/1	8756.000	Exclusively Franklin - Job 72441 - Delivery IOA - 60 grams. Includes folding fee 0.0100 cents.  	0.1020	0.1173	893.11	1027.08	Exclusively Franklin	S	133.97	I	376

C82822	31/08/2012		I	CI/1	3065.000	Dargaville District News - Job 72229 - Delivery 01 Aug 2012 - 60 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	302.21	347.54	Dargaville District News	S	45.33	I	141
C82822	31/08/2012		I	CI/2	3065.000	Dargaville District News - Job 72230 - Delivery 08 Aug 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	268.19	308.42	Dargaville District News	S	40.23	I	141
C82822	31/08/2012		I	CI/3	3065.000	Dargaville District News - Job 72466 - Delivery 15 Aug 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	268.19	308.42	Dargaville District News	S	40.23	I	141
C82822	31/08/2012		I	CI/4	3065.000	Dargaville District News - Job 72467 - Delivery 22 Aug 2012 - 70 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	302.21	347.54	Dargaville District News	S	45.33	I	141
C82822	31/08/2012		I	CI/5	3065.000	Dargaville District News - Job 72468 - Delivery 29 Aug 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	268.19	308.42	Dargaville District News	S	40.23	I	141

C82823	31/08/2012		I	CI/1	7920.000	Whangarei Leader - Job 72235 - Delivery 07 Aug 2012 - 0 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	757.15	870.72	Whangarei Leader	S	113.57	I	457
C82823	31/08/2012		I	CI/2	7920.000	Whangarei Leader - Job 72471 - Delivery 14 Aug 2012 - 0 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	757.15	870.72	Whangarei Leader	S	113.57	I	457
C82823	31/08/2012		I	CI/3	7920.000	Whangarei Leader - Job 72472 - Delivery 21 Aug 2012 - 0 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	757.15	870.72	Whangarei Leader	S	113.57	I	457
C82823	31/08/2012		I	CI/4	7920.000	Whangarei Leader - Job 72473 - Delivery 28 Aug 2012 - 0 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	757.15	870.72	Whangarei Leader	S	113.57	I	457

C82824	31/08/2012		I	CI/1	3940.000	Cambridge Edition - Job 72238 - Delivery 01 Aug 2012 - 88 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	388.48	446.75	Cambridge Edition	S	58.27	I	389
C82824	31/08/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389
C82824	31/08/2012		I	CI/2	3940.000	Cambridge Edition - Job 72239 - Delivery 08 Aug 2012 - 120 grams. Includes folding fee 0.0100 cents.  	0.1097	0.1262	432.22	497.05	Cambridge Edition	S	64.83	I	389
C82824	31/08/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389
C82824	31/08/2012		I	CI/3	3940.000	Cambridge Edition - Job 72476 - Delivery 15 Aug 2012 - 88 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	388.48	446.75	Cambridge Edition	S	58.27	I	389
C82824	31/08/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389
C82824	31/08/2012		I	CI/4	3940.000	Cambridge Edition - Job 72477 - Delivery 22 Aug 2012 - 88 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	388.48	446.75	Cambridge Edition	S	58.27	I	389
C82824	31/08/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389
C82824	31/08/2012		I	CI/5	3940.000	Cambridge Edition - Job 72478 - Delivery 29 Aug 2012 - 88 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	388.48	446.75	Cambridge Edition	S	58.27	I	389
C82824	31/08/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389

C82825	31/08/2012		I	CI/1	11345.000	FCN - Thursday - Job 72243 - Delivery 02 Aug 2012 - 178 grams. Includes folding fee 0.0100 cents.  	0.1153	0.1326	1308.08	1504.29	FCN - Thursday	S	196.21	I	389
C82825	31/08/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C82825	31/08/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C82825	31/08/2012		I	CI/2	11345.000	FCN - Thursday - Job 72244 - Delivery 09 Aug 2012 - 178 grams. Includes folding fee 0.0100 cents.  	0.1153	0.1326	1308.08	1504.29	FCN - Thursday	S	196.21	I	389
C82825	31/08/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C82825	31/08/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C82825	31/08/2012		I	CI/3	11345.000	FCN - Thursday - Job 72481 - Delivery 16 Aug 2012 - 178 grams. Includes folding fee 0.0100 cents.  	0.1153	0.1326	1308.08	1504.29	FCN - Thursday	S	196.21	I	389
C82825	31/08/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C82825	31/08/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C82825	31/08/2012		I	CI/4	11345.000	FCN - Thursday - Job 72482 - Delivery 23 Aug 2012 - 178 grams. Includes folding fee 0.0100 cents.  	0.1153	0.1326	1308.08	1504.29	FCN - Thursday	S	196.21	I	389
C82825	31/08/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C82825	31/08/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C82825	31/08/2012		I	CI/5	11345.000	FCN - Thursday - Job 72483 - Delivery 30 Aug 2012 - 178 grams. Includes folding fee 0.0100 cents.  	0.1153	0.1326	1308.08	1504.29	FCN - Thursday	S	196.21	I	389
C82825	31/08/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C82825	31/08/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389

C82826	31/08/2012		I	CI/1	11145.000	FCN - Tuesday - Job 72248 - Delivery 07 Aug 2012 - 80 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	1098.90	1263.74	FCN - Tuesday	S	164.84	I	389
C82826	31/08/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389
C82826	31/08/2012		I	CI/2	11145.000	FCN - Tuesday - Job 72486 - Delivery 14 Aug 2012 - 80 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	1098.90	1263.74	FCN - Tuesday	S	164.84	I	389
C82826	31/08/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389
C82826	31/08/2012		I	CI/3	11145.000	FCN - Tuesday - Job 72487 - Delivery 21 Aug 2012 - 90 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	1098.90	1263.74	FCN - Tuesday	S	164.84	I	389
C82826	31/08/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389
C82826	31/08/2012		I	CI/4	11145.000	FCN - Tuesday - Job 72488 - Delivery 28 Aug 2012 - 70 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	1098.90	1263.74	FCN - Tuesday	S	164.84	I	389
C82826	31/08/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389

C82827	31/08/2012		I	CI/1	2265.000	Matamata Chronicle - Job 72252 - Delivery 01 Aug 2012 - 70 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	223.33	256.83	Matamata Chronicle	S	33.50	I	389
C82827	31/08/2012		I	CI/2	2265.000	Matamata Chronicle - Job 72253 - Delivery 08 Aug 2012 - 101 grams. Includes folding fee 0.0100 cents.  	0.1097	0.1262	248.47	285.74	Matamata Chronicle	S	37.27	I	389
C82827	31/08/2012		I	CI/3	2265.000	Matamata Chronicle - Job 72491 - Delivery 15 Aug 2012 - 74 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	223.33	256.83	Matamata Chronicle	S	33.50	I	389
C82827	31/08/2012		I	CI/4	2265.000	Matamata Chronicle - Job 72492 - Delivery 22 Aug 2012 - 74 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	223.33	256.83	Matamata Chronicle	S	33.50	I	389
C82827	31/08/2012		I	CI/5	2265.000	Matamata Chronicle - Job 72493 - Delivery 29 Aug 2012 - 90 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	223.33	256.83	Matamata Chronicle	S	33.50	I	389

C82828	31/08/2012		I	CI/1	2876.000	Nth Waikato News - Job 72256 - Delivery 01 Aug 2012 - 44 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	251.65	289.40	Nth Waikato News	S	37.75	I	389
C82828	31/08/2012		I	CI/2	2876.000	Nth Waikato News - Job 72257 - Delivery 08 Aug 2012 - 33 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	251.65	289.40	Nth Waikato News	S	37.75	I	389
C82828	31/08/2012		I	CI/3	2876.000	Nth Waikato News - Job 72496 - Delivery 15 Aug 2012 - 38 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	251.65	289.40	Nth Waikato News	S	37.75	I	389
C82828	31/08/2012		I	CI/4	2876.000	Nth Waikato News - Job 72497 - Delivery 22 Aug 2012 - 33 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	251.65	289.40	Nth Waikato News	S	37.75	I	389
C82828	31/08/2012		I	CI/5	2876.000	Nth Waikato News - Job 72498 - Delivery 29 Aug 2012 - 33 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	251.65	289.40	Nth Waikato News	S	37.75	I	389

C82829	31/08/2012		I	CI/1	3457.000	Piako Post - Job 72260 - Delivery 01 Aug 2012 - 66 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	340.86	391.99	Piako Post	S	51.13	I	389
C82829	31/08/2012		I	CI/2	3457.000	Piako Post - Job 72261 - Delivery 08 Aug 2012 - 66 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	340.86	391.99	Piako Post	S	51.13	I	389
C82829	31/08/2012		I	CI/3	3457.000	Piako Post - Job 72501 - Delivery 15 Aug 2012 - 55 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	340.86	391.99	Piako Post	S	51.13	I	389
C82829	31/08/2012		I	CI/4	3457.000	Piako Post - Job 72502 - Delivery 22 Aug 2012 - 66 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	340.86	391.99	Piako Post	S	51.13	I	389
C82829	31/08/2012		I	CI/5	3457.000	Piako Post - Job 72503 - Delivery 29 Aug 2012 - 76 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	340.86	391.99	Piako Post	S	51.13	I	389

C82830	31/08/2012		I	CI/1	2885.000	Rotorua Review - Job 72264 - Delivery 01 Aug 2012 - 55 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	284.46	327.13	Rotorua Review	S	42.67	I	389
C82830	31/08/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C82830	31/08/2012		I	CI/2	2885.000	Rotorua Review - Job 72265 - Delivery 08 Aug 2012 - 66 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	284.46	327.13	Rotorua Review	S	42.67	I	389
C82830	31/08/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C82830	31/08/2012		I	CI/3	2885.000	Rotorua Review - Job 72506 - Delivery 15 Aug 2012 - 66 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	284.46	327.13	Rotorua Review	S	42.67	I	389
C82830	31/08/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C82830	31/08/2012		I	CI/4	2885.000	Rotorua Review - Job 72507 - Delivery 22 Aug 2012 - 87 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	284.46	327.13	Rotorua Review	S	42.67	I	389
C82830	31/08/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C82830	31/08/2012		I	CI/5	2885.000	Rotorua Review - Job 72508 - Delivery 29 Aug 2012 - 66 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	284.46	327.13	Rotorua Review	S	42.67	I	389
C82830	31/08/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389

C82831	31/08/2012		I	CI/1	2017.000	Sth Waikato News - Job 72268 - Delivery 01 Aug 2012 - 66 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	198.88	228.71	Sth Waikato News	S	29.83	I	389
C82831	31/08/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C82831	31/08/2012		I	CI/2	2017.000	Sth Waikato News - Job 72269 - Delivery 08 Aug 2012 - 55 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	198.88	228.71	Sth Waikato News	S	29.83	I	389
C82831	31/08/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C82831	31/08/2012		I	CI/3	2017.000	Sth Waikato News - Job 72511 - Delivery 15 Aug 2012 - 55 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	198.88	228.71	Sth Waikato News	S	29.83	I	389
C82831	31/08/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C82831	31/08/2012		I	CI/4	2017.000	Sth Waikato News - Job 72512 - Delivery 22 Aug 2012 - 55 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	198.88	228.71	Sth Waikato News	S	29.83	I	389
C82831	31/08/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C82831	31/08/2012		I	CI/5	2017.000	Sth Waikato News - Job 72513 - Delivery 29 Aug 2012 - 87 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	198.88	228.71	Sth Waikato News	S	29.83	I	389
C82831	31/08/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389

C82832	31/08/2012		I	CI/1	11270.000	Waikato Farmers Newspaper - Job 72270 - Delivery IOA - 87 grams. Includes folding fee 0.0100 cents.  Includes Linehaul.	0.1318	0.1516	1485.39	1708.20	Waikato Farmers Newspaper	S	222.81	I	389

C82833	31/08/2012		I	CI/1	8486.000	HB Seeds & Cereals Feeding Solutions - Job 72446 - Delivery IOA - 5 grams.   Includes Linehaul.	0.0971	0.1117	823.99	947.59	HB Seeds & Cereals Feeding Solutions	S	123.60	I	350

C82834	31/08/2012		I	CI/1	4799.000	My Hastings - Job 72434 - Delivery 02 Aug 2012 - 10 grams.   	0.0824	0.0948	395.44	454.76	My Hastings	S	59.32	I	399

C82835	31/08/2012	N24495	I	CI/1	3763.000	Rook Brochure - Job 72419 - Delivery 01 Aug 2012 - 20 grams.   	0.0824	0.0948	310.07	356.58	Rook Brochure	S	46.51	I	285

C82836	31/08/2012	22156	I	CI/1	31529.000	Riverdown Steel - Job 72651 - Delivery 15 Aug 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	3061.47	3520.69	Riverdown Steel	S	459.22	I	237

C82837	31/08/2012	Katrina Winn	I	CI/1	460.000	Hynds A5 Brochure - Job 72724 - Delivery 22 Aug 2012 - 25 grams.   	0.3261	0.3750	150.01	172.51	Hynds A5 Brochure	S	22.50	I	158

C82838	31/08/2012		I	CI/1	10630.000	WhiteboardsNZ - Job 72684 - Delivery IOA - 20 grams.   Includes Linehaul.	0.0971	0.1117	1032.17	1187.00	WhiteboardsNZ	S	154.83	I	470

C82839	31/08/2012		I	CI/1	6064.000	Farrells Nuresies - Job 72433 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0750	0.0863	454.80	523.02	Farrells Nuresies	S	68.22	I	487

C82840	31/08/2012		I	CI/1	11359.000	Farrells Nurseries - Job 72670 - Delivery 27 Aug 2012 - 10 grams.   Includes Linehaul.	0.0750	0.0863	851.93	979.72	Farrells Nurseries	S	127.79	I	487

C82841	31/08/2012		I	CI/1	13573.000	Kensair Flyer - Job 72399 - Delivery 01 Aug 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	1317.94	1515.63	Kensair Flyer	S	197.69	I	407

C82842	31/08/2012		I	CI/1	56441.000	Leader Products Flyer - Job 72420 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0900	0.1035	5079.69	5841.64	Leader Products Flyer	S	761.95	I	165

C82843	31/08/2012		I	CI/1	830.000	Hibiscus Matters - Job 72394 - Delivery 02 Aug 2012 - 35 grams.   	0.0904	0.1040	75.03	86.28	Hibiscus Matters	S	11.25	I	240
C82843	31/08/2012		I	CI/2	830.000	Hibiscus Matters - Job 72395 - Delivery 16 Aug 2012 - 35 grams.   	0.0904	0.1040	75.03	86.28	Hibiscus Matters	S	11.25	I	240

