Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Total_GST_Inc	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C82099	31/05/2012	131118	I	CI/1	2978.000	Farm Dairy Effluent Storage - Job 71541 - Delivery 02 May 2012 - 10 grams.   	0.0805	0.0926	239.73	275.69	Farm Dairy Effluent Storage	S	35.96	I	233

C82100	31/05/2012	131284	I	CI/1	1097.000	Hauraki Focus Farm Year End - Job 71611 - Delivery 10 May 2012 - 10 grams.   	0.1367	0.1572	149.96	172.45	Hauraki Focus Farm Year End	S	22.49	I	233

C82101	31/05/2012	131443	I	CI/1	1810.000	Pasture Improvement Focus Farm - Job 71717 - Delivery 18 May 2012 - 10 grams.   	0.0829	0.0953	150.05	172.56	Pasture Improvement Focus Farm	S	22.51	I	233

C82102	31/05/2012	131182	I	CI/1	1170.000	Pond Storage Flyer - Job 71583 - Delivery 01 May 2012 - 10 grams.   	0.1282	0.1474	149.99	172.49	Pond Storage Flyer	S	22.50	I	233

C82103	31/05/2012	131143	I	CI/1	1891.000	Pond Storage Flyer - Job 71569 - Delivery 02 May 2012 - 10 grams.   Includes Linehaul.	0.0793	0.0912	149.96	172.45	Pond Storage Flyer	S	22.49	I	233

C82104	31/05/2012	131761	I	CI/1	1595.000	Storage For Farm Dairy Effluent - Job 71791 - Delivery 30 May 2012 - 10 grams.   	0.0940	0.1081	149.93	172.42	Storage For Farm Dairy Effluent	S	22.49	I	233

C82105	31/05/2012		I	CI/1	5890.000	Dynamic Maintenance Flyer - Job 71819 - Delivery IOA - 10 grams.   	0.0824	0.0948	485.34	558.14	Dynamic Maintenance Flyer	S	72.80	I	490

C82106	31/05/2012		I	CI/1	32411.000	Coopers  - Job 71516 - Delivery 17 May 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	3147.11	3619.18	Coopers 	S	472.07	I	360

C82107	31/05/2012		I	CI/1	2705.000	Enviroment First Card - Job 71785 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0824	0.0948	222.89	256.32	Enviroment First Card	S	33.43	I	396

C82108	31/05/2012		I	CI/1	1090.000	Fagan Motors Flyer - Job 71811 - Delivery IOA - 10 grams.   	0.1376	0.1582	149.98	172.48	Fagan Motors Flyer	S	22.50	I	128

C82109	31/05/2012		I	CI/1	3065.000	Dargaville District News - Job 71334 - Delivery 02 May 2012 - 45 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	268.19	308.42	Dargaville District News	S	40.23	I	141
C82109	31/05/2012		I	CI/2	3065.000	Dargaville District News - Job 71335 - Delivery 09 May 2012 - 45 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	268.19	308.42	Dargaville District News	S	40.23	I	141
C82109	31/05/2012		I	CI/3	3065.000	Dargaville District News - Job 71631 - Delivery 16 May 2012 - 45 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	268.19	308.42	Dargaville District News	S	40.23	I	141
C82109	31/05/2012		I	CI/4	3065.000	Dargaville District News - Job 71632 - Delivery 23 May 2012 - 45 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	268.19	308.42	Dargaville District News	S	40.23	I	141
C82109	31/05/2012		I	CI/5	3065.000	Dargaville District News - Job 71633 - Delivery 30 May 2012 - 45 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	268.19	308.42	Dargaville District News	S	40.23	I	141

C82110	31/05/2012		I	CI/1	7920.000	Whangarei Leader - Job 71339 - Delivery 01 May 2012 - 62 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	780.91	898.05	Whangarei Leader	S	117.14	I	457
C82110	31/05/2012		I	CI/2	7920.000	Whangarei Leader - Job 71340 - Delivery 08 May 2012 - 57 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	780.91	898.05	Whangarei Leader	S	117.14	I	457
C82110	31/05/2012		I	CI/3	7920.000	Whangarei Leader - Job 71635 - Delivery 15 May 2012 - 62 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	780.91	898.05	Whangarei Leader	S	117.14	I	457
C82110	31/05/2012		I	CI/4	7920.000	Whangarei Leader - Job 71636 - Delivery 22 May 2012 - 51 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	780.91	898.05	Whangarei Leader	S	117.14	I	457
C82110	31/05/2012		I	CI/5	7920.000	Whangarei Leader - Job 71637 - Delivery 29 May 2012 - 57 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	780.91	898.05	Whangarei Leader	S	117.14	I	457

C82111	31/05/2012		I	CI/1	3940.000	Cambridge Edition - Job 71344 - Delivery 02 May 2012 - 90 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	388.48	446.75	Cambridge Edition	S	58.27	I	389
C82111	31/05/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389
C82111	31/05/2012		I	CI/2	3940.000	Cambridge Edition - Job 71345 - Delivery 09 May 2012 - 95 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	388.48	446.75	Cambridge Edition	S	58.27	I	389
C82111	31/05/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389
C82111	31/05/2012		I	CI/3	3940.000	Cambridge Edition - Job 71639 - Delivery 16 May 2012 - 110 grams. Includes folding fee 0.0100 cents.  	0.1097	0.1262	432.22	497.05	Cambridge Edition	S	64.83	I	389
C82111	31/05/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389
C82111	31/05/2012		I	CI/4	3940.000	Cambridge Edition - Job 71640 - Delivery 23 May 2012 - 90 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	388.48	446.75	Cambridge Edition	S	58.27	I	389
C82111	31/05/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389
C82111	31/05/2012		I	CI/5	3940.000	Cambridge Edition - Job 71641 - Delivery 30 May 2012 - 90 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	388.48	446.75	Cambridge Edition	S	58.27	I	389
C82111	31/05/2012		I	C100	2.000	Bundles	1.0000	1.1500	2.00	2.30	Cambridge Edition	S	0.30	I	389

C82112	31/05/2012		I	CI/1	11345.000	FCN - Thursday - Job 71349 - Delivery 03 May 2012 - 190 grams. Includes folding fee 0.0100 cents.  	0.1153	0.1326	1308.08	1504.29	FCN - Thursday	S	196.21	I	389
C82112	31/05/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C82112	31/05/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C82112	31/05/2012		I	CI/2	11345.000	FCN - Thursday - Job 71350 - Delivery 10 May 2012 - 170 grams. Includes folding fee 0.0100 cents.  	0.1153	0.1326	1308.08	1504.29	FCN - Thursday	S	196.21	I	389
C82112	31/05/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C82112	31/05/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C82112	31/05/2012		I	CI/3	11345.000	FCN - Thursday - Job 71643 - Delivery 17 May 2012 - 165 grams. Includes folding fee 0.0100 cents.  	0.1153	0.1326	1308.08	1504.29	FCN - Thursday	S	196.21	I	389
C82112	31/05/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C82112	31/05/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C82112	31/05/2012		I	CI/4	11345.000	FCN - Thursday - Job 71644 - Delivery 24 May 2012 - 205 grams. Includes folding fee 0.0100 cents.  	0.1263	0.1452	1432.87	1647.80	FCN - Thursday	S	214.93	I	389
C82112	31/05/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C82112	31/05/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389
C82112	31/05/2012		I	CI/5	11345.000	FCN - Thursday - Job 71645 - Delivery 31 May 2012 - 180 grams. Includes folding fee 0.0100 cents.  	0.1153	0.1326	1308.08	1504.29	FCN - Thursday	S	196.21	I	389
C82112	31/05/2012		I	C100	1.000	Bundles	1.0000	1.1500	1.00	1.15	FCN - Thursday	S	0.15	I	389
C82112	31/05/2012		I	C150	12.000	Bundles	1.5000	1.7250	18.00	20.70	FCN - Thursday	S	2.70	I	389

C82113	31/05/2012		I	CI/1	11145.000	FCN - Tuesday - Job 71355 - Delivery 01 May 2012 - 70 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	1098.90	1263.74	FCN - Tuesday	S	164.84	I	389
C82113	31/05/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389
C82113	31/05/2012		I	CI/2	11145.000	FCN - Tuesday - Job 71647 - Delivery 08 May 2012 - 65 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	1098.90	1263.74	FCN - Tuesday	S	164.84	I	389
C82113	31/05/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389
C82113	31/05/2012		I	CI/3	11145.000	FCN - Tuesday - Job 71648 - Delivery 15 May 2012 - 80 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	1098.90	1263.74	FCN - Tuesday	S	164.84	I	389
C82113	31/05/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389
C82113	31/05/2012		I	CI/4	11145.000	FCN - Tuesday - Job 71649 - Delivery 22 May 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	1098.90	1263.74	FCN - Tuesday	S	164.84	I	389
C82113	31/05/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389
C82113	31/05/2012		I	CI/5	11145.000	FCN - Tuesday - Job 71650 - Delivery 29 May 2012 - 105 grams. Includes folding fee 0.0100 cents.  	0.1097	0.1262	1222.61	1406.00	FCN - Tuesday	S	183.39	I	389
C82113	31/05/2012		I	C150	13.000	Bundles	1.5000	1.7250	19.50	22.43	FCN - Tuesday	S	2.93	I	389

C82114	31/05/2012		I	CI/1	2265.000	Matamata Chronicle - Job 71359 - Delivery 02 May 2012 - 90 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	223.33	256.83	Matamata Chronicle	S	33.50	I	389
C82114	31/05/2012		I	CI/2	2265.000	Matamata Chronicle - Job 71360 - Delivery 09 May 2012 - 95 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	223.33	256.83	Matamata Chronicle	S	33.50	I	389
C82114	31/05/2012		I	CI/3	2265.000	Matamata Chronicle - Job 71652 - Delivery 16 May 2012 - 76 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	223.33	256.83	Matamata Chronicle	S	33.50	I	389
C82114	31/05/2012		I	CI/4	2265.000	Matamata Chronicle - Job 71653 - Delivery 23 May 2012 - 70 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	223.33	256.83	Matamata Chronicle	S	33.50	I	389
C82114	31/05/2012		I	CI/5	2265.000	Matamata Chronicle - Job 71654 - Delivery 30 May 2012 - 90 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	223.33	256.83	Matamata Chronicle	S	33.50	I	389

C82115	31/05/2012		I	CI/1	2876.000	Nth Waikato News - Job 71364 - Delivery 02 May 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	251.65	289.40	Nth Waikato News	S	37.75	I	389
C82115	31/05/2012		I	CI/2	2876.000	Nth Waikato News - Job 71365 - Delivery 09 May 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	251.65	289.40	Nth Waikato News	S	37.75	I	389
C82115	31/05/2012		I	CI/3	2876.000	Nth Waikato News - Job 71656 - Delivery 16 May 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	251.65	289.40	Nth Waikato News	S	37.75	I	389
C82115	31/05/2012		I	CI/4	2876.000	Nth Waikato News - Job 71657 - Delivery 23 May 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	251.65	289.40	Nth Waikato News	S	37.75	I	389
C82115	31/05/2012		I	CI/5	2876.000	Nth Waikato News - Job 71658 - Delivery 30 May 2012 - 50 grams. Includes folding fee 0.0100 cents.  	0.0875	0.1006	251.65	289.40	Nth Waikato News	S	37.75	I	389

C82116	31/05/2012		I	CI/1	3457.000	Piako Post - Job 71369 - Delivery 02 May 2012 - 72 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	340.86	391.99	Piako Post	S	51.13	I	389
C82116	31/05/2012		I	CI/2	3457.000	Piako Post - Job 71370 - Delivery 09 May 2012 - 150 grams. Includes folding fee 0.0100 cents.  	0.1097	0.1262	379.23	436.11	Piako Post	S	56.88	I	389
C82116	31/05/2012		I	CI/3	3457.000	Piako Post - Job 71660 - Delivery 16 May 2012 - 144 grams. Includes folding fee 0.0100 cents.  	0.1097	0.1262	379.23	436.11	Piako Post	S	56.88	I	389
C82116	31/05/2012		I	CI/4	3457.000	Piako Post - Job 71661 - Delivery 23 May 2012 - 213 grams. Includes folding fee 0.0100 cents.  	0.1263	0.1452	436.62	502.11	Piako Post	S	65.49	I	389
C82116	31/05/2012		I	CI/5	3457.000	Piako Post - Job 71662 - Delivery 30 May 2012 - 175 grams. Includes folding fee 0.0100 cents.  	0.1153	0.1326	398.59	458.38	Piako Post	S	59.79	I	389

C82117	31/05/2012		I	CI/1	2885.000	Rotorua Review - Job 71378 - Delivery 02 May 2012 - 79 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	284.46	327.13	Rotorua Review	S	42.67	I	389
C82117	31/05/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C82117	31/05/2012		I	CI/2	2885.000	Rotorua Review - Job 71379 - Delivery 09 May 2012 - 57 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	284.46	327.13	Rotorua Review	S	42.67	I	389
C82117	31/05/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C82117	31/05/2012		I	CI/3	2885.000	Rotorua Review - Job 71664 - Delivery 16 May 2012 - 71 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	284.46	327.13	Rotorua Review	S	42.67	I	389
C82117	31/05/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C82117	31/05/2012		I	CI/4	2885.000	Rotorua Review - Job 71665 - Delivery 23 May 2012 - 90 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	284.46	327.13	Rotorua Review	S	42.67	I	389
C82117	31/05/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389
C82117	31/05/2012		I	CI/5	2885.000	Rotorua Review - Job 71666 - Delivery 30 May 2012 - 71 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	284.46	327.13	Rotorua Review	S	42.67	I	389
C82117	31/05/2012		I	C150	2.000	Bundles	1.5000	1.7250	3.00	3.45	Rotorua Review	S	0.45	I	389

C82118	31/05/2012		I	CI/1	2017.000	Sth Waikato News - Job 71383 - Delivery 02 May 2012 - 71 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	198.88	228.71	Sth Waikato News	S	29.83	I	389
C82118	31/05/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C82118	31/05/2012		I	CI/2	2017.000	Sth Waikato News - Job 71384 - Delivery 09 May 2012 - 71 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	198.88	228.71	Sth Waikato News	S	29.83	I	389
C82118	31/05/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C82118	31/05/2012		I	CI/3	2017.000	Sth Waikato News - Job 71668 - Delivery 16 May 2012 - 104 grams. Includes folding fee 0.0100 cents.  	0.1097	0.1262	221.26	254.45	Sth Waikato News	S	33.19	I	389
C82118	31/05/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C82118	31/05/2012		I	CI/4	2017.000	Sth Waikato News - Job 71669 - Delivery 23 May 2012 - 90 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	198.88	228.71	Sth Waikato News	S	29.83	I	389
C82118	31/05/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389
C82118	31/05/2012		I	CI/5	2017.000	Sth Waikato News - Job 71670 - Delivery 30 May 2012 - 71 grams. Includes folding fee 0.0100 cents.  	0.0986	0.1134	198.88	228.71	Sth Waikato News	S	29.83	I	389
C82118	31/05/2012		I	C100	3.000	Bundles	1.0000	1.1500	3.00	3.45	Sth Waikato News	S	0.45	I	389

C82119	31/05/2012		I	CI/1	11270.000	Waikato Farmers Newspaper - Job 71672 - Delivery IOA - 81 grams. Includes folding fee 0.0100 cents.  Includes Linehaul.	0.1318	0.1516	1485.39	1708.20	Waikato Farmers Newspaper	S	222.81	I	389

C82120	31/05/2012	Hamilton/Cambridge	I	CI/1	5440.000	Biggest Plant Sale In The World - Job 71764 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0750	0.0863	408.00	469.20	Biggest Plant Sale In The World	S	61.20	I	487

C82121	31/05/2012	matamata	I	CI/1	3485.000	Farrells Nuresies - Job 71794 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0750	0.0863	261.38	300.59	Farrells Nuresies	S	39.21	I	487

C82122	31/05/2012	Hamilton	I	CI/1	2579.000	Farrells Nurseries - Job 71609 - Delivery 07 May 2012 - 10 grams.   Includes Linehaul.	0.0750	0.0863	193.43	222.44	Farrells Nurseries	S	29.01	I	487

C82123	31/05/2012	Te Aroha	I	CI/1	2133.000	Farrells Nurseries - Job 71703 - Delivery 07 May 2012 - 10 grams.   Includes Linehaul.	0.0750	0.0863	159.98	183.98	Farrells Nurseries	S	24.00	I	487

C82124	31/05/2012		I	CI/1	1977.000	First National Flyer - Job 71786 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0759	0.0873	150.05	172.56	First National Flyer	S	22.51	I	473

C82125	31/05/2012		I	CI/1	4444.000	Oarari Nursery Flyer - Job 71763 - Delivery 28 May 2012 - 10 grams.   Includes Linehaul.	0.0923	0.1061	410.18	471.71	Oarari Nursery Flyer	S	61.53	I	147

C82126	31/05/2012		I	CI/1	900.000	GEA Shed 5 Drop - Job 71707 - Delivery IOA - 10 grams.   Includes Linehaul.	0.1667	0.1917	150.03	172.53	GEA Shed 5 Drop	S	22.50	I	421

C82127	31/05/2012		I	CI/1	2586.000	Giltrap Agrizone RD Mailer - Job 71610 - Delivery 14 May 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	251.10	288.77	Giltrap Agrizone RD Mailer	S	37.67	I	280

C82128	31/05/2012		I	CI/1	2364.000	Grakar Ltd - Job 71605 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	229.54	263.97	Grakar Ltd	S	34.43	I	493 

C82129	31/05/2012		I	CI/1	5555.000	Central Wairarapa Angus Breeders - Job 71527 - Delivery IOA - 5 grams.   Includes Linehaul.	0.0883	0.1015	490.51	564.09	Central Wairarapa Angus Breeders	S	73.58	I	350

C82130	31/05/2012		I	CI/1	4799.000	My Hastings - Job 71566 - Delivery 01 May 2012 - 10 grams.   	0.0824	0.0948	395.44	454.76	My Hastings	S	59.32	I	399

C82131	31/05/2012		I	CI/1	991.000	Hautapu June Specials Flyer - Job 71726 - Delivery 28 May 2012 - 10 grams.   Includes Linehaul.	0.1514	0.1741	150.04	172.55	Hautapu June Specials Flyer	S	22.51	I	353

C82132	31/05/2012		I	CI/1	4112.000	Hawera Rewinds Autumn Sale - Job 71762 - Delivery IOA - 20 grams.   Includes Linehaul.	0.0971	0.1117	399.28	459.17	Hawera Rewinds Autumn Sale	S	59.89	I	155

C82133	31/05/2012	DBC A4	I	CI/1	2881.000	Dairy Business Centre - Job 71765 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	279.75	321.71	Dairy Business Centre	S	41.96	I	237

C82134	31/05/2012	Kakahu Angus	I	CI/1	31840.000	Kakahu Farm - Job 71604 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	3091.66	3555.41	Kakahu Farm	S	463.75	I	237

C82135	31/05/2012	Placemakers Alexandra	I	CI/1	2114.000	Placemakers Alexandra - Job 71793 - Delivery 29 May 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	205.27	236.06	Placemakers Alexandra	S	30.79	I	237

C82136	31/05/2012	Riverdown Steel	I	CI/1	8141.000	Riverdown Steel - Job 71782 - Delivery 30 May 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	790.49	909.06	Riverdown Steel	S	118.57	I	237

C82137	31/05/2012		I	CI/1	1820.000	Ray White Flyer - Job 71735 - Delivery 14 May 2012 - 10 grams.   	0.0824	0.0948	149.97	172.47	Ray White Flyer	S	22.50	I	333

C82138	31/05/2012		I	CI/1	4535.000	Quality, Innovation and Satisfaction - Job 71799 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	440.35	506.40	Quality, Innovation and Satisfaction	S	66.05	I	470

C82139	31/05/2012		I	CI/1	830.000	Hibiscus Matters - Job 71787 - Delivery 03 May 2012 - 35 grams.   	0.0904	0.1040	75.03	86.28	Hibiscus Matters	S	11.25	I	240
C82139	31/05/2012		I	CI/2	830.000	Hibiscus Matters - Job 71788 - Delivery 17 May 2012 - 35 grams.   	0.0904	0.1040	75.03	86.28	Hibiscus Matters	S	11.25	I	240
C82139	31/05/2012		I	CI/3	830.000	Hibiscus Matters - Job 71789 - Delivery 31 May 2012 - 35 grams.   	0.0904	0.1040	75.03	86.28	Hibiscus Matters	S	11.25	I	240

C82140	31/05/2012		I	CI/1	13297.000	Lowe Coorporation - Job 71601 - Delivery IOA - 5 grams.   Includes Linehaul.	0.0971	0.1117	1291.14	1484.81	Lowe Coorporation	S	193.67	I	431
C82140	31/05/2012		I	CI/2	1.000	Lowe Coorporation - Job 71601 - Delivery IOA - 5 grams. Bags Boxes and Counter. Includes Linehaul.	2659.4000	3058.3100	2659.40	3058.31	Lowe Coorporation	S	398.91	I	431

C82141	31/05/2012		I	CI/1	8396.000	Exclusively Franklin - Job 71721 - Delivery IOA - 60 grams. Includes folding fee 0.0100 cents.  	0.1020	0.1173	856.39	984.85	Exclusively Franklin	S	128.46	I	376

C82142	31/05/2012		I	CI/1	5976.000	Bull Flyer - Job 71737 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	580.27	667.31	Bull Flyer	S	87.04	I	175

C82143	31/05/2012	L629	I	CI/1	7671.000	Mech Agriculture Flyer - Job 71792 - Delivery IOA - 10 grams.   	0.0824	0.0948	632.09	726.90	Mech Agriculture Flyer	S	94.81	I	176

