Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Total_GST_Inc	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C82425	30/06/2012		I	CI/1	8178.000	AC Petfoods Mailout - Job 72135 - Delivery IOA - 20 grams.   	0.0824	0.0948	673.87	774.95	AC Petfoods Mailout	S	101.08	I	100

C82426	30/06/2012		I	CI/1	19969.000	Agmax North Island Flyer - Job 71829 - Delivery 05 Jun 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	1938.99	2229.84	Agmax North Island Flyer	S	290.85	I	103

C82427	30/06/2012		I	CI/1	6700.000	Essential Farming - Job 71846 - Delivery IOA - 20 grams.   Includes Linehaul.	0.0971	0.1117	650.57	748.16	Essential Farming	S	97.59	I	480

C82428	30/06/2012	Andrew Weir	I	CI/1	2361.000	Stihl Mailer - Job 72095 - Delivery 18 Jun 2012 - 20 grams.   	0.0971	0.1117	229.25	263.64	Stihl Mailer	S	34.39	I	286

C82429	30/06/2012		I	CI/1	4736.000	Concrete Grooving & Grinding - Job 71810 - Delivery 05 Jun 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	459.87	528.85	Concrete Grooving & Grinding	S	68.98	I	364

C82430	30/06/2012		I	CI/1	29063.000	Altex -Lets Get Serious About Paint - Job 71859 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	2822.02	3245.32	Altex -Lets Get Serious About Paint	S	423.30	I	491

C82431	30/06/2012		I	CI/1	1925.000	Cambridge Property Guide - Job 71621 - Delivery 06 Jun 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	184.03	211.63	Cambridge Property Guide	S	27.60	I	106
C82431	30/06/2012		I	CI/2	2180.000	Cambridge Property Guide - Job 71622 - Delivery 13 Jun 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	208.41	239.67	Cambridge Property Guide	S	31.26	I	106
C82431	30/06/2012		I	CI/3	2180.000	Cambridge Property Guide - Job 72046 - Delivery 20 Jun 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	208.41	239.67	Cambridge Property Guide	S	31.26	I	106
C82431	30/06/2012		I	CI/4	2180.000	Cambridge Property Guide - Job 72047 - Delivery 27 Jun 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	208.41	239.67	Cambridge Property Guide	S	31.26	I	106

C82432	30/06/2012	10455	I	CI/1	8092.000	Rural Advocate - Job 71855 - Delivery 20 Jun 2012 - 132 grams. Includes folding fee 0.0100 cents.  	0.1020	0.1173	825.38	949.19	Rural Advocate	S	123.81	I	106

C82433	30/06/2012		I	CI/1	3525.000	Te Puke Times - Job 71629 - Delivery 07 Jun 2012 - 130 grams.   	0.0920	0.1058	324.30	372.95	Te Puke Times	S	48.65	I	106
C82433	30/06/2012		I	CI/2	3525.000	Te Puke Times - Job 71630 - Delivery 14 Jun 2012 - 80 grams.   	0.0856	0.0984	301.74	347.00	Te Puke Times	S	45.26	I	106
C82433	30/06/2012		I	CI/3	3525.000	Te Puke Times - Job 71856 - Delivery 21 Jun 2012 - 93 grams.   	0.0856	0.0984	301.74	347.00	Te Puke Times	S	45.26	I	106
C82433	30/06/2012		I	CI/4	3525.000	Te Puke Times - Job 71857 - Delivery 28 Jun 2012 - 80 grams.   	0.0856	0.0984	301.74	347.00	Te Puke Times	S	45.26	I	106

