ContactName,InvoiceNumber,Reference,InvoiceDate,DueDate,Description,Quantity,UnitAmount,Discount,AccountCode,TaxType,TrackingName1,TrackingOption1
PMP Distribution Lim,C83658,2448466,2012-11-18,2012-12-20,Clendon/Southmall New World - Job 73410 - Delivery 17 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,0.371,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83659,2449048,2012-11-18,2012-12-20,Curtain Studio  - Job 73634 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,11.972,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83660,2449327,2012-11-18,2012-12-20,Dimocks 100% Jaycar - Job 73684 - Delivery 13 Nov 2012 - 16 grams.    Boxholder Type: Total. Includes Linehaul.,2.548,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83661,2447645,2012-11-18,2012-12-20,EIT Korero Mailer Nov 2012 - Job 73274 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,3.026,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83662,2449290,2012-11-18,2012-12-20,Folders Electronics Jaycar Mailer - Job 73681 - Delivery 12 Nov 2012 - 16 grams.    Boxholder Type: Total. Includes Linehaul.,2.94,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83663,2450031,2012-11-18,2012-12-20,Four Square Northern - Job 73815 - Delivery 17 Nov 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,55.156,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83664,2450035,2012-11-18,2012-12-20,Four Square Southern - Job 73775 - Delivery 17 Nov 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,41.942,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83665,2450870,2012-11-18,2012-12-20,Furture Proof Homes Mangawhai - Job 74080 - Delivery 14 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,0.785,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83666,2448800,2012-11-18,2012-12-20,Highlanders Rugby Postcard - Job 73995 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,3.108,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83667,2448396,2012-11-18,2012-12-20,Husqvarna - Job 73416 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,12.916,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83668,2449670,2012-11-18,2012-12-20,Hustler Walker - Job 73791 - Delivery 17 Nov 2012 - 75 grams.    Boxholder Type: Total. Includes Linehaul.,8.111,75.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83669,2449532,2012-11-18,2012-12-20,Insight Traders Hamilton - Job 73750 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,30.83,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83670,2450275,2012-11-18,2012-12-20,Insight Traders Whangarei - Job 74004 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,13.134,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83671,2448740,2012-11-18,2012-12-20,Jetts Albany - Job 73521 - Delivery 12 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,1.7,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83672,2450305,2012-11-18,2012-12-20,Jetts Te Awamutu  - Job 73977 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,2.725,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83673,2450309,2012-11-18,2012-12-20,Jetts Whakatane  - Job 73980 - Delivery 12 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,2.742,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83674,2448147,2012-11-18,2012-12-20,Lewis Home Fabrics - Job 73386 - Delivery 12 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,4.169,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83675,2450248,2012-11-18,2012-12-20,Living and Giving Ltd - Job 74002 - Delivery 12 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,2.53,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83676,2450378,2012-11-18,2012-12-20,Ministry of Education Christchurch - Job 73976 - Delivery 12 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,10.279,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83677,,2012-11-18,2012-12-20,New World Northern - Job 73814 - Delivery 17 Nov 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,81.309,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83678,2450039,2012-11-18,2012-12-20,New World Southern - Job 73779 - Delivery 17 Nov 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,56.968,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83679,2448913,2012-11-18,2012-12-20,Noel Leeming - Job 73627 - Delivery 13 Nov 2012 - 30 grams.    Boxholder Type: Total. Includes Linehaul.,97.133,59.7,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83680,249730,2012-11-18,2012-12-20,Outpost - Genesis Homes - Job 73983 - Delivery 12 Nov 2012 - 0 grams.    Boxholder Type: Dairy. Includes Linehaul.,4.413,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83681,2450277,2012-11-18,2012-12-20,Para Rubber - Job 74001 - Delivery 13 Nov 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,1.973,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83682,2450145,2012-11-18,2012-12-20,PWL Clicks - Job 73975 - Delivery 12 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,14.733,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83683,2449801,2012-11-18,2012-12-20,Repco Xmas Catalogue - Job 73805 - Delivery 05 Nov 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,183.171,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83684,2450163,2012-11-18,2012-12-20,Specsavers  - Job 73965 - Delivery 13 Nov 2012 - 25 grams.    Boxholder Type: Total. Includes Linehaul.,169.444,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83685,2450095,2012-11-18,2012-12-20,Target Mailer - Job 73985 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,1.565,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83686,2448325,2012-11-18,2012-12-20,Tumu Mailer - Job 73364 - Delivery 12 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,15.113,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83687,2449869,2012-11-18,2012-12-20,Tyrepower - Job 74023 - Delivery 13 Nov 2012 - 0 grams.    Boxholder Type: Total. Includes Linehaul.,5.795,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83688,2449283,2012-11-18,2012-12-20,Uncle Bills Wholesale Club Masterton - Job 73679 - Delivery 13 Nov 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,3.895,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83689,2449928,2012-11-18,2012-12-20,Vantage Pharmacies - Job 73974 - Delivery 13 Nov 2012 - 20 grams.    Boxholder Type: Total. Includes Linehaul.,38.406,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83690,2449345,2012-11-18,2012-12-20,West Auckland Trust Services - Job 73702 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,4.107,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83691,2449071,2012-11-18,2012-12-20,Wolfe Hearing Papakura - Job 73623 - Delivery 13 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,6.525,55.6,,100,15% GST on income,Division,Circulars

