ContactName,InvoiceNumber,Reference,InvoiceDate,DueDate,Description,Quantity,UnitAmount,Discount,AccountCode,TaxType,TrackingName1,TrackingOption1
AC Pet Foods,C83378,,2012-10-31,2012-11-20,brochure & magnet - Job 67714 - Delivery IOA - 30 grams.    Boxholder Type: Dairy. ,0.584,256.8,,100,15% GST on income,Division,Circulars
Allfarm Internationa,C83379,,2012-10-31,2012-11-20,Allfarm NZ Discussion Group - Job 67663 - Delivery 25 Jan 2011 - 5 grams.    Boxholder Type: Dairy. Includes Linehaul.,1.92,78.1,,100,15% GST on income,Division,Circulars

