Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C81658	29/02/2012		I	CI/1	2987.000	Feed Your Brain & Your Belly - Job 70926 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	290.038	Feed Your Brain & Your Belly	S	43.51	I	340
C81658	29/02/2012		I	CI/2	1079.000	Feed Your Brain & Your Belly - Job 70984 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	104.771	Feed Your Brain & Your Belly	S	15.72	I	340

C81659	29/02/2012		I	CI/1	1711.000	Agriturf Waipawa Flyer - Job 70786 - Delivery 01 Feb 2012 - 10 grams.   	0.0877	0.1009	150.055	Agriturf Waipawa Flyer	S	22.51	I	471

C81660	29/02/2012		I	CI/1	1262.000	Training Needs Questionaire - Job 70964 - Delivery 24 Feb 2012 - 20 grams.   Includes Linehaul.	0.1189	0.1367	150.052	Training Needs Questionaire	S	22.51	I	475

C81661	29/02/2012		I	CI/1	1925.000	Cambridge Property Guide - Job 70595 - Delivery 01 Feb 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	184.030	Cambridge Property Guide	S	27.61	I	106
C81661	29/02/2012		I	CI/2	1925.000	Cambridge Property Guide - Job 70596 - Delivery 08 Feb 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	184.030	Cambridge Property Guide	S	27.61	I	106
C81661	29/02/2012		I	CI/3	1925.000	Cambridge Property Guide - Job 70875 - Delivery 15 Feb 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	184.030	Cambridge Property Guide	S	27.61	I	106
C81661	29/02/2012		I	CI/4	1925.000	Cambridge Property Guide - Job 70876 - Delivery 22 Feb 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	184.030	Cambridge Property Guide	S	27.61	I	106
C81661	29/02/2012		I	CI/5	1925.000	Cambridge Property Guide - Job 70877 - Delivery 29 Feb 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	184.030	Cambridge Property Guide	S	27.61	I	106

C81662	29/02/2012	10455	I	CI/1	8092.000	Rural Advocate - Job 70815 - Delivery 17 Feb 2012 - 184 grams. Includes folding fee 0.0100 cents.  	0.1078	0.1240	872.318	Rural Advocate	S	130.85	I	106

C81663	29/02/2012		I	CI/1	3525.000	Te Puke Times - Job 70601 - Delivery 02 Feb 2012 - 90 grams.   	0.0856	0.0984	301.740	Te Puke Times	S	45.26	I	106
C81663	29/02/2012		I	CI/2	3525.000	Te Puke Times - Job 70603 - Delivery 09 Feb 2012 - 81 grams.   	0.0856	0.0984	301.740	Te Puke Times	S	45.26	I	106
C81663	29/02/2012		I	CI/3	3525.000	Te Puke Times - Job 70811 - Delivery 16 Feb 2012 - 104 grams.   	0.0920	0.1058	324.300	Te Puke Times	S	48.65	I	106
C81663	29/02/2012		I	CI/4	3525.000	Te Puke Times - Job 70812 - Delivery 23 Feb 2012 - 132 grams.   	0.0920	0.1058	324.300	Te Puke Times	S	48.65	I	106

C81664	29/02/2012	Central Canterbury	I	CI/1	2252.000	Farm Location Maps - Job 70935 - Delivery IOA - 100 grams.   	0.0920	0.1058	207.184	Farm Location Maps	S	31.08	I	107

C81665	29/02/2012		I	CI/1	555.000	Beta Electrical - Job 70793 - Delivery 07 Feb 2012 - 10 grams.   	0.2703	0.3108	150.017	Beta Electrical	S	22.50	I	444

C81666	29/02/2012	4500427365	I	CI/1	26310.000	Outlaw Dairy Mailer - Job 70962 - Delivery IOA - 25 grams.   Includes Linehaul.	0.0971	0.1117	2554.701	Outlaw Dairy Mailer	S	383.21	I	465

C81667	29/02/2012		I	CI/1	1651.000	Bayleys LNI Preview Farmers - Job 70784 - Delivery IOA - 110 grams.   Includes Linehaul.	0.1766	0.2031	291.567	Bayleys LNI Preview Farmers	S	43.74	I	111
C81667	29/02/2012		I	CI/2	11093.000	Bayleys LNI Preview Total - Job 70785 - Delivery IOA - 110 grams.   Includes Linehaul.	0.1766	0.2031	1959.024	Bayleys LNI Preview Total	S	293.85	I	111

C81668	29/02/2012		I	CI/1	233.000	Growing great Yearlings - Job 70949 - Delivery IOA - 10 grams.   Includes Linehaul.	0.1317	0.1515	30.686	Growing great Yearlings	S	4.60	I	427
C81668	29/02/2012		I	CI/2	315.000	Growing great Yearlings - Job 70950 - Delivery IOA - 10 grams.   Includes Linehaul.	0.1317	0.1515	41.486	Growing great Yearlings	S	6.22	I	427
C81668	29/02/2012		I	CI/3	591.000	Taihape Field Day - Job 70959 - Delivery IOA - 10 grams.   Includes Linehaul.	0.1317	0.1515	77.835	Taihape Field Day	S	11.68	I	427

C81669	29/02/2012		I	CI/1	14828.000	Rural Living  - Job 70879 - Delivery IOA - 75 grams.   Includes Linehaul.	0.0996	0.1145	1476.869	Rural Living 	S	221.53	I	256

C81670	29/02/2012		I	CI/1	87232.000	InEx Autumn Flyer - Job 70816 - Delivery IOA - 14 grams.   Includes Linehaul.	0.0718	0.0826	6263.258	InEx Autumn Flyer	S	939.49	I	116

C81671	29/02/2012		I	CI/1	1244.000	The Chilly Cow Company - Job 70845 - Delivery 07 Feb 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	120.792	The Chilly Cow Company	S	18.12	I	420
C81671	29/02/2012		I	CI/2	4756.000	The Chilly Cow Company - Job 70846 - Delivery 07 Feb 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	461.808	The Chilly Cow Company	S	69.27	I	420

C81672	29/02/2012		I	CI/1	27038.000	Cropmark Matrix Brochure - Job 70420 - Delivery 03 Feb 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	2625.390	Cropmark Matrix Brochure	S	393.81	I	314

C81673	29/02/2012		I	CI/1	30182.000	Ultra Mailer - Job 70688 - Delivery 06 Feb 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	2930.672	Ultra Mailer	S	439.60	I	314

C81674	29/02/2012		I	CI/1	2295.000	Autumn Feeding - Job 70794 - Delivery 08 Feb 2012 - 10 grams.   Includes Linehaul.	0.0805	0.0926	184.748	Autumn Feeding	S	27.71	I	233

C81675	29/02/2012	129607	I	CI/1	1700.000	BOP Farm Focus - Job 70787 - Delivery 01 Feb 2012 - 10 grams.   	0.0882	0.1014	149.940	BOP Farm Focus	S	22.49	I	233

