ContactName,InvoiceNumber,Reference,InvoiceDate,DueDate,Description,Quantity,UnitAmount,Discount,AccountCode,TaxType,TrackingName1,TrackingOption1
PMP Distribution Lim,C83636,2449309,2012-11-11,2012-12-20,Selectrix Wanaka Jaycar  - Job 73683 - Delivery 05 Nov 2012 - 16 grams.    Boxholder Type: Total. Includes Linehaul.,1.06,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83637,2449529,2012-11-11,2012-12-20,Smith City Sports and Outdoor Range - Job 73760 - Delivery 06 Nov 2012 - 0 grams.    Boxholder Type: Total. Includes Linehaul.,74.403,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83638,2449750,2012-11-11,2012-12-20,Snap Broadband - Job 73882 - Delivery IOA - 10 grams.    Boxholder Type: Total. ,1.58,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83639,2449297,2012-11-11,2012-12-20,Sound and Picture Specialist  - Job 73686 - Delivery 06 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,5.22,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83640,2449193,2012-11-11,2012-12-20,South Taranaki A-Z Business Directory - Job 73659 - Delivery 05 Nov 2012 - 115 grams.    Boxholder Type: Total. Includes Linehaul.,3.222,91.9,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83641,2449699,2012-11-11,2012-12-20,Stihl Spring Brochure - Job 73793 - Delivery 05 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,8.55,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83642,2449672,2012-11-11,2012-12-20,The Front Store - Job 73792 - Delivery 05 Nov 2012 - 100 grams.    Boxholder Type: Total. Includes Linehaul.,21.703,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83643,2449287,2012-11-11,2012-12-20,Trico Electronics Jaycar Mailer - Job 73680 - Delivery 05 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,3.015,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83644,2449614,2012-11-11,2012-12-20,Tyrepower - Job 73766 - Delivery 06 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,10.645,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83645,2449655,2012-11-11,2012-12-20,Versatile Tauranga - Job 73788 - Delivery 06 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,10.748,55.6,,100,15% GST on income,Division,Circulars
PMP Distribution Lim,C83646,2448659,2012-11-11,2012-12-20,Waikari Pest News Flyer - Job 73852 - Delivery 05 Nov 2012 - 10 grams.    Boxholder Type: Total. Includes Linehaul.,0.769,55.6,,100,15% GST on income,Division,Circulars

