Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Inc-GST Total	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C10181	31/07/2008	179469 July - Sep	I	CI/3	2372	Sth Waikato News - Job 7462 - Delivery 16 Jul 2008 - 318 grams	0.125	0.1406	296.5	333.563	Sth Waikato News	S	37.06	I	141
C10181	31/07/2008	179469 July - Sep	I	CI/4	2372	Sth Waikato News - Job 7463 - Delivery 23 Jul 2008 - 260 grams	0.115	0.1294	272.78	306.877	Sth Waikato News	S	34.1	I	141
C10181	31/07/2008	179469 July - Sep	I	CI/5	2372	Sth Waikato News - Job 7464 - Delivery 30 Jul 2008 - 250 grams	0.105	0.1181	249.06	280.193	Sth Waikato News	S	31.13	I	141
C10181	31/07/2008	179469 July - Sep	I	FS	1280.88	Fuel Surcharge	7	7.88	8966.16	10086.93	Sth Waikato News	S	1120.77	I	141

C10182	31/07/2008		I	CI/1	0	Unknown - Job 7581 - Delivery 02 Jul 2008 - 0 grams	0	0	0	0	Unknown	S	0	I	141

C10183	31/07/2008	180549	I	CI/1	11656	Waikato Farmers Newspaper - Job 7470 - Delivery 15 Jul 2008 - 290 grams	0.2	0.225	2331.2	2622.6	Waikato Farmers Newspaper	S	291.4	I	141
C10183	31/07/2008	180549	I	FS	2331.2	Fuel Surcharge	7	7.88	16318.4	18358.2	Waikato Farmers Newspaper	S	2039.8	I	141

C10184	31/07/2008		I	CI/1	0	Wakato Farmers Test - Job 7637 - Delivery 15 Jul 2008 - 0 grams	0	0	0	0	Wakato Farmers Test	S	0	I	141

C10185	31/07/2008	178761 July - Sep	I	CI/1	8000	Whangarei Leader - Job 7468 - Delivery 22 Jul 2008 - 52 grams	0.08	0.09	640	720	Whangarei Leader	S	80	I	141
C10185	31/07/2008	178761 July - Sep	I	CI/2	8000	Whangarei Leader - Job 7469 - Delivery 29 Jul 2008 - 70 grams	0.08	0.09	640	720	Whangarei Leader	S	80	I	141
C10185	31/07/2008	178761 July - Sep	I	CI/3	8000	Whangarei Leader - Job 7465 - Delivery 01 Jul 2008 - 70 grams	0.08	0.09	640	720	Whangarei Leader	S	80	I	141
C10185	31/07/2008	178761 July - Sep	I	CI/4	8000	Whangarei Leader - Job 7466 - Delivery 08 Jul 2008 - 70 grams	0.08	0.09	640	720	Whangarei Leader	S	80	I	141
C10185	31/07/2008	178761 July - Sep	I	CI/5	8000	Whangarei Leader - Job 7467 - Delivery 15 Jul 2008 - 70 grams	0.08	0.09	640	720	Whangarei Leader	S	80	I	141
C10185	31/07/2008	178761 July - Sep	I	FS	3200	Fuel Surcharge	7	7.88	22400	25200	Whangarei Leader	S	2800	I	141

C10186	31/07/2008	01	I	CI/1	5573	Farm Mapping Flyer - Job 7638 - Delivery 22 Jul 2008 - 25 grams	0.07	0.0788	390.11	438.874	Farm Mapping Flyer	S	48.76	I	142
C10186	31/07/2008	01	I	FS	390.11	Fuel Surcharge	7	7.88	2730.77	3072.12	Farm Mapping Flyer	S	341.35	I	142

C10187	31/07/2008		I	CI/1	25940	Bobby Calf Mailer - Job 7799 - Delivery IOA - 25 grams	0.1	0.1125	2594	2918.25	Bobby Calf Mailer	S	324.25	I	235
C10187	31/07/2008		I	CI/2	22043	Cydectin Dairy Nth Island Farm Mail Drop - Job 7394 - Delivery IOA - 40 grams	0.1	0.1125	2204.3	2479.838	Cydectin Dairy Nth Island Farm Mail Drop	S	275.54	I	235
C10187	31/07/2008		I	CI/3	3928	Cydectin Dairy Sth Island Farm Mail Drop - Job 7395 - Delivery 21 Jul 2008 - 40 grams	0.1	0.1125	392.8	441.9	Cydectin Dairy Sth Island Farm Mail Drop	S	49.1	I	235
C10187	31/07/2008		I	CI/4	40897	What Would You Use - Job 7628 - Delivery IOA - 26 grams	0.1	0.1125	4089.7	4600.912	What Would You Use	S	511.21	I	235
C10187	31/07/2008		I	FS	9280.8	Fuel Surcharge	7	7.88	64965.6	73086.3	What Would You Use	S	8120.7	I	235

C10188	31/07/2008		I	CI/1	440	Harcourts Stan Hickford DLE - Job 7801 - Delivery IOA - 25 grams	0.1932	0.2174	85.008	95.634	Harcourts Stan Hickford DLE	S	10.63	I	210
C10188	31/07/2008		I	FS	85.008	Fuel Surcharge	7	7.88	595.06	669.44	Harcourts Stan Hickford DLE	S	74.38	I	210

C10189	31/07/2008		I	CI/1	295	Agdirect Flyer - Job 7574 - Delivery IOA - 5 grams	0.2881	0.3241	84.99	95.614	Agdirect Flyer	S	10.62	I	131
C10189	31/07/2008		I	FS	84.99	Fuel Surcharge	7	7.88	594.93	669.3	Agdirect Flyer	S	74.37	I	131

C10190	31/07/2008		I	CI/1	2489	Mike English Flyers - Job 7629 - Delivery 15 Jul 2008 - 25 grams	0.065	0.0731	161.785	182.008	Mike English Flyers	S	20.22	I	159
C10190	31/07/2008		I	FS	161.785	Fuel Surcharge	7	7.88	1132.49	1274.05	Mike English Flyers	S	141.56	I	159

C10191	31/07/2008		I	CI/1	1398	Kouldja Clothing Flyer - Job 7657 - Delivery 17 Jul 2008 - 5 grams	0.07	0.0788	97.86	110.093	Kouldja Clothing Flyer	S	12.23	I	162
C10191	31/07/2008		I	FS	97.86	Fuel Surcharge	7	7.88	685.02	770.65	Kouldja Clothing Flyer	S	85.63	I	162

C10192	31/07/2008		I	CI/1	830	Hibiscus Matters - Job 7800 - Delivery 30 Jul 2008 - 65 grams	0.08	0.09	66.4	74.7	Hibiscus Matters	S	8.3	I	240
C10192	31/07/2008		I	FS	66.4	Fuel Surcharge	7	7.88	464.8	522.9	Hibiscus Matters	S	58.1	I	240

C10193	31/07/2008		I	CI/1	6749	Bill English MP Survey - Job 7589 - Delivery 12 Jul 2008 - 10 grams	0.0475	0.0534	320.578	360.65	Bill English MP Survey	S	40.07	I	169
C10193	31/07/2008		I	FS	320.578	Fuel Surcharge	7	7.88	2244.05	2524.56	Bill English MP Survey	S	280.51	I	169

C10194	31/07/2008		I	CI/1	3351	Bunnings Fireworks - Job 7594 - Delivery 08 Jul 2008 - 15 grams	0.0475	0.0534	159.173	179.07	Bunnings Fireworks	S	19.9	I	169
C10194	31/07/2008		I	FS	159.173	Fuel Surcharge	7	7.88	1114.21	1253.49	Bunnings Fireworks	S	139.28	I	169

C10195	31/07/2008	2807071	I	CI/1	2465	Comtool FLyer - Job 7588 - Delivery 08 Jul 2008 - 15 grams	0.0475	0.0534	117.088	131.724	Comtool FLyer	S	14.64	I	169
C10195	31/07/2008	87998	I	CI/2	2095	Comtool FLyer - Job 7625 - Delivery 12 Jul 2008 - 15 grams	0.0475	0.0534	99.513	111.952	Comtool FLyer	S	12.44	I	169
C10195	31/07/2008	87998	I	FS	216.6	Fuel Surcharge	7	7.88	1516.2	1705.73	Comtool FLyer	S	189.53	I	169

C10196	31/07/2008	2807055	I	CI/1	8660	DA Lewis - Job 7576 - Delivery 05 Jul 2008 - 10 grams	0.0475	0.0534	411.35	462.769	DA Lewis	S	51.42	I	169
C10196	31/07/2008	2807154	I	CI/2	9106	DA Lewis - Job 7789 - Delivery 29 Jul 2008 - 12 grams	0.0475	0.0534	432.535	486.602	DA Lewis	S	54.07	I	169
C10196	31/07/2008	2807154	I	FS	843.885	Fuel Surcharge	7	7.88	5907.2	6645.6	DA Lewis	S	738.4	I	169

C10197	31/07/2008	2807012	I	CI/1	6403	Ecologic Soil Improvement - Job 7655 - Delivery 22 Jul 2008 - 30 grams	0.055	0.0619	352.165	396.186	Ecologic Soil Improvement	S	44.02	I	169
C10197	31/07/2008	2807012	I	FS	352.165	Fuel Surcharge	7	7.88	2465.16	2773.31	Ecologic Soil Improvement	S	308.15	I	169

C10198	31/07/2008		I	CI/1	60672	Four Square Northern - Job 7528 - Delivery 05 Jul 2008 - 8 grams	0.0475	0.0534	2881.92	3242.16	Four Square Northern	S	360.24	I	169
C10198	31/07/2008		I	CI/2	60672	Four Square Northern - Job 7529 - Delivery 12 Jul 2008 - 8 grams	0.0475	0.0534	2881.92	3242.16	Four Square Northern	S	360.24	I	169
C10198	31/07/2008		I	CI/3	60672	Four Square Northern - Job 7530 - Delivery 19 Jul 2008 - 8 grams	0.0475	0.0534	2881.92	3242.16	Four Square Northern	S	360.24	I	169
C10198	31/07/2008		I	CI/4	61866	Four Square Northern - Job 7794 - Delivery 26 Jul 2008 - 8 grams	0.0475	0.0534	2938.635	3305.964	Four Square Northern	S	367.33	I	169
C10198	31/07/2008		I	FS	11584.395	Fuel Surcharge	7	7.88	81090.77	91227.12	Four Square Northern	S	10136.35	I	169

C10199	31/07/2008	2807152	I	CI/1	920	Harcourt 133 McHugh's Road Flyer - Job 7788 - Delivery 29 Jul 2008 - 10 grams	0.0475	0.0534	43.7	49.163	Harcourt 133 McHugh's Road Flyer	S	5.46	I	169
C10199	31/07/2008	2807152	I	FS	43.7	Fuel Surcharge	7	7.88	305.9	344.14	Harcourt 133 McHugh's Road Flyer	S	38.24	I	169

C10200	31/07/2008	2807140	I	CI/1	11867	Heathcote Appliances - Job 7751 - Delivery 22 Jul 2008 - 28 grams	0.055	0.0619	652.685	734.271	Heathcote Appliances	S	81.59	I	169
C10200	31/07/2008	2807140	I	FS	652.685	Fuel Surcharge	7	7.88	4568.8	5139.9	Heathcote Appliances	S	571.1	I	169

C10201	31/07/2008		I	CI/1	53792	New World Birthday Postcard Sth Island - Job 7570 - Delivery 05 Jul 2008 - 10 grams	0.0475	0.0534	2555.12	2874.51	New World Birthday Postcard Sth Island	S	319.39	I	169
C10201	31/07/2008		I	FS	2555.12	Fuel Surcharge	7	7.88	17885.84	20121.57	New World Birthday Postcard Sth Island	S	2235.73	I	169

C10202	31/07/2008		I	CI/1	63923	New World Northern - Job 7793 - Delivery 26 Jul 2008 - 24 grams	0.0475	0.0534	3036.343	3415.886	New World Northern	S	379.54	I	169
C10202	31/07/2008		I	CI/2	62556	New World Northern - Job 7524 - Delivery 05 Jul 2008 - 30 grams	0.055	0.0619	3440.58	3870.653	New World Northern	S	430.07	I	169
C10202	31/07/2008		I	CI/3	62556	New World Northern - Job 7525 - Delivery 12 Jul 2008 - 30 grams	0.055	0.0619	3440.58	3870.653	New World Northern	S	430.07	I	169
C10202	31/07/2008		I	CI/4	62556	New World Northern - Job 7526 - Delivery 19 Jul 2008 - 30 grams	0.055	0.0619	3440.58	3870.653	New World Northern	S	430.07	I	169
C10202	31/07/2008		I	FS	13358.083	Fuel Surcharge	7	7.88	93506.58	105194.9	New World Northern	S	11688.32	I	169

C10203	31/07/2008	2807049	I	CI/1	62556	New World Northern Birthday Special - Job 7567 - Delivery 05 Jul 2008 - 10 grams	0.0475	0.0534	2971.41	3342.836	New World Northern Birthday Special	S	371.43	I	169
C10203	31/07/2008	2807049	I	FS	2971.41	Fuel Surcharge	7	7.88	20799.87	23399.85	New World Northern Birthday Special	S	2599.98	I	169

C10204	31/07/2008	2807043	I	CI/1	7443	North Canterbury News - Job 7608 - Delivery 15 Jul 2008 - 132 grams	0.0955	0.1074	710.807	799.658	North Canterbury News	S	88.85	I	169
C10204	31/07/2008	2807043	I	CI/2	7443	North Canterbury News - Job 7618 - Delivery 22 Jul 2008 - 60 grams	0.0825	0.0928	614.048	690.804	North Canterbury News	S	76.76	I	169
C10204	31/07/2008	2807043	I	CI/3	7443	North Canterbury News - Job 7619 - Delivery 29 Jul 2008 - 86 grams	0.0825	0.0928	614.048	690.804	North Canterbury News	S	76.76	I	169
C10204	31/07/2008	2807043	I	FS	1938.902	Fuel Surcharge	7	7.88	13572.31	15268.85	North Canterbury News	S	1696.54	I	169

C10205	31/07/2008	2807084	I	CI/1	72150	Numat Industries - Job 7609 - Delivery 12 Jul 2008 - 30 grams	0.055	0.0619	3968.25	4464.281	Numat Industries	S	496.03	I	169
C10205	31/07/2008	2807084	I	FS	3968.25	Fuel Surcharge	7	7.88	27777.75	31249.97	Numat Industries	S	3472.22	I	169

C10206	31/07/2008	2807151	I	CI/1	4324	Pain Management - Job 7787 - Delivery 26 Jul 2008 - 10 grams	0.0475	0.0534	205.39	231.064	Pain Management	S	25.67	I	169
C10206	31/07/2008	2807151	I	FS	205.39	Fuel Surcharge	7	7.88	1437.73	1617.45	Pain Management	S	179.72	I	169

C10207	31/07/2008		I	CI/1	5855	Paterson Burn FLyer - Job 7403 - Delivery 01 Jul 2008 - 10 grams	0.0475	0.0534	278.113	312.877	Paterson Burn FLyer	S	34.76	I	169
C10207	31/07/2008		I	CI/2	5855	Paterson Burn FLyer - Job 7404 - Delivery 22 Jul 2008 - 10 grams	0.0475	0.0534	278.113	312.877	Paterson Burn FLyer	S	34.76	I	169
C10207	31/07/2008		I	FS	556.225	Fuel Surcharge	7	7.88	3893.58	4380.28	Paterson Burn FLyer	S	486.7	I	169

C10208	31/07/2008	2807057	I	CI/1	17945	Pest News Drop 1 - Job 7577 - Delivery 08 Jul 2008 - 15 grams	0.0475	0.0534	852.388	958.937	Pest News Drop 1	S	106.55	I	169
C10208	31/07/2008	2807057	I	FS	852.388	Fuel Surcharge	7	7.88	5966.72	6712.56	Pest News Drop 1	S	745.84	I	169

C10209	31/07/2008		I	CI/1	28752	Polaris Flyer - Job 7587 - Delivery 08 Jul 2008 - 15 grams	0.0475	0.0534	1365.72	1536.435	Polaris Flyer	S	170.71	I	169
C10209	31/07/2008	2807074	I	CI/2	8340	Polaris Flyer - Job 7595 - Delivery 15 Jul 2008 - 15 grams	0.0475	0.0534	396.15	445.669	Polaris Flyer	S	49.52	I	169
C10209	31/07/2008	2807074	I	FS	1761.87	Fuel Surcharge	7	7.88	12333.09	13874.73	Polaris Flyer	S	1541.64	I	169

C10210	31/07/2008	2807117	I	CI/1	4197	Resene Invercargill - Job 7635 - Delivery 29 Jul 2008 - 25 grams	0.0475	0.0534	199.358	224.278	Resene Invercargill	S	24.92	I	169
C10210	31/07/2008	2807117	I	FS	199.358	Fuel Surcharge	7	7.88	1395.51	1569.95	Resene Invercargill	S	174.44	I	169

C10211	31/07/2008	2807045	I	CI/1	19606	Resene Postcard Drop 1 - Job 7558 - Delivery 05 Jul 2008 - 10 grams	0.0475	0.0534	931.285	1047.696	Resene Postcard Drop 1	S	116.41	I	169
C10211	31/07/2008	2807045	I	FS	931.285	Fuel Surcharge	7	7.88	6519	7333.88	Resene Postcard Drop 1	S	814.88	I	169

C10212	31/07/2008	2807045	I	CI/1	33369	Resene Postcard Drop 2 - Job 7582 - Delivery 12 Jul 2008 - 15 grams	0.0475	0.0534	1585.028	1783.157	Resene Postcard Drop 2	S	198.13	I	169
C10212	31/07/2008	2807045	I	FS	1585.028	Fuel Surcharge	7	7.88	11095.2	12482.1	Resene Postcard Drop 2	S	1386.9	I	169

C10213	31/07/2008	2807045	I	CI/1	44973	Resene Postcard Drop 3 - Job 7583 - Delivery 19 Jul 2008 - 25 grams	0.0475	0.0534	2136.218	2403.245	Resene Postcard Drop 3	S	267.03	I	169
C10213	31/07/2008	2807045	I	FS	2136.218	Fuel Surcharge	7	7.88	14953.53	16822.72	Resene Postcard Drop 3	S	1869.19	I	169

C10214	31/07/2008	2807045	I	CI/1	27708	Resene Postcard Drop 4 - Job 7584 - Delivery 26 Jul 2008 - 15 grams	0.0475	0.0534	1316.13	1480.646	Resene Postcard Drop 4	S	164.52	I	169
C10214	31/07/2008	2807045	I	FS	1316.13	Fuel Surcharge	7	7.88	9212.91	10364.52	Resene Postcard Drop 4	S	1151.61	I	169

C10215	31/07/2008	2807142	I	CI/1	29768	Rural Living - Job 7755 - Delivery 22 Jul 2008 - 106 grams	0.0855	0.0962	2545.164	2863.31	Rural Living	S	318.15	I	169
C10215	31/07/2008	2807142	I	FS	2545.164	Fuel Surcharge	7	7.88	17816.15	20043.17	Rural Living	S	2227.02	I	169

C10216	31/07/2008		I	CI/1	73820	Rural News  - Job 7543 - Delivery 08 Jul 2008 - 143 grams	0.0855	0.0962	6311.61	7100.561	Rural News 	S	788.95	I	169
C10216	31/07/2008		I	CI/2	73547	Rural News  - Job 7627 - Delivery 22 Jul 2008 - 130 grams	0.0855	0.0962	6288.269	7074.303	Rural News 	S	786.03	I	169
C10216	31/07/2008		I	FS	12599.879	Fuel Surcharge	7	7.88	88199.15	99224.04	Rural News 	S	11024.89	I	169

C10217	31/07/2008	2807066	I	CI/1	6485	Scene Magazine - Job 7585 - Delivery 05 Jul 2008 - 83 grams	0.0825	0.0928	535.013	601.89	Scene Magazine	S	66.88	I	169
C10217	31/07/2008	2807066	I	FS	535.013	Fuel Surcharge	7	7.88	3745.09	4213.23	Scene Magazine	S	468.14	I	169

C10218	31/07/2008	2807043	I	CI/1	6396	Selwyn Times - Job 7612 - Delivery 22 Jul 2008 - 60 grams	0.0825	0.0928	527.67	593.629	Selwyn Times	S	65.96	I	169
C10218	31/07/2008	2807043	I	CI/2	6396	Selwyn Times - Job 7613 - Delivery 29 Jul 2008 - 62 grams	0.0825	0.0928	527.67	593.629	Selwyn Times	S	65.96	I	169
C10218	31/07/2008	2807043	I	CI/3	6396	Selwyn Times - Job 7605 - Delivery 15 Jul 2008 - 100 grams	0.0825	0.0928	527.67	593.629	Selwyn Times	S	65.96	I	169
C10218	31/07/2008	2807043	I	FS	1583.01	Fuel Surcharge	7	7.88	11081.07	12466.2	Selwyn Times	S	1385.13	I	169

C10219	31/07/2008	2807053	I	CI/1	64920	Smith City - Job 7575 - Delivery 08 Jul 2008 - 28 grams	0.055	0.0619	3570.6	4016.925	Smith City	S	446.33	I	169
C10219	31/07/2008	2807053	I	FS	3570.6	Fuel Surcharge	7	7.88	24994.2	28118.48	Smith City	S	3124.28	I	169

C10220	31/07/2008	2807056	I	CI/1	64920	Smith City Drop 2 - Job 7578 - Delivery 15 Jul 2008 - 28 grams	0.055	0.0619	3570.6	4016.925	Smith City Drop 2	S	446.33	I	169
C10220	31/07/2008	2807056	I	FS	3570.6	Fuel Surcharge	7	7.88	24994.2	28118.48	Smith City Drop 2	S	3124.28	I	169

C10221	31/07/2008	87855	I	CI/1	920	Solid Walls and Fences - Job 7597 - Delivery 12 Jul 2008 - 5 grams	0.0475	0.0534	43.7	49.163	Solid Walls and Fences	S	5.46	I	169
C10221	31/07/2008	87855	I	FS	43.7	Fuel Surcharge	7	7.88	305.9	344.14	Solid Walls and Fences	S	38.24	I	169

C10222	31/07/2008	2807155	I	CI/1	860	Still Waiting For Your Ship - Job 7656 - Delivery 22 Jul 2008 - 19 grams	0.0475	0.0534	40.85	45.956	Still Waiting For Your Ship	S	5.11	I	169
C10222	31/07/2008	2807155	I	FS	40.85	Fuel Surcharge	7	7.88	285.95	321.69	Still Waiting For Your Ship	S	35.74	I	169

C10223	31/07/2008		I	CI/1	2745	Taieri College - Job 7568 - Delivery 12 Jul 2008 - 10 grams	0.0475	0.0534	130.387	146.685	Taieri College	S	16.3	I	169
C10223	31/07/2008		I	FS	130.387	Fuel Surcharge	7	7.88	912.71	1026.8	Taieri College	S	114.09	I	169

C10224	31/07/2008	2807106	I	CI/1	4278	Taratahi Training Skills - Job 7626 - Delivery 22 Jul 2008 - 10 grams	0.0475	0.0534	203.205	228.606	Taratahi Training Skills	S	25.4	I	169
C10224	31/07/2008	2807106	I	FS	203.205	Fuel Surcharge	7	7.88	1422.44	1600.25	Taratahi Training Skills	S	177.81	I	169

C10225	31/07/2008	2807142	I	CI/1	10185	The Plaza Redevelopment Kiwi Income - Job 7762 - Delivery 26 Jul 2008 - 25 grams	0.0475	0.0534	483.788	544.262	The Plaza Redevelopment Kiwi Income	S	60.47	I	169
C10225	31/07/2008	2807142	I	FS	483.788	Fuel Surcharge	7	7.88	3386.52	3809.84	The Plaza Redevelopment Kiwi Income	S	423.32	I	169

C10226	31/07/2008	2807083	I	CI/1	69194	Vodafone Carerra Drop 1 - Job 7603 - Delivery 12 Jul 2008 - 15 grams	0.0475	0.0534	3286.715	3697.554	Vodafone Carerra Drop 1	S	410.84	I	169
C10226	31/07/2008	2807083	I	FS	3286.715	Fuel Surcharge	7	7.88	23007.01	25882.89	Vodafone Carerra Drop 1	S	2875.88	I	169

C10227	31/07/2008	2807083	I	CI/1	33228	Vodafone Carerra Drop 2 - Job 7604 - Delivery 15 Jul 2008 - 15 grams	0.0475	0.0534	1578.33	1775.621	Vodafone Carerra Drop 2	S	197.29	I	169
C10227	31/07/2008	2807083	I	FS	1578.33	Fuel Surcharge	7	7.88	11048.31	12429.35	Vodafone Carerra Drop 2	S	1381.04	I	169

C10228	31/07/2008	2807083	I	CI/1	31916	Vodafone Carerra Drop 3 - Job 7610 - Delivery 19 Jul 2008 - 15 grams	0.0475	0.0534	1516.01	1705.511	Vodafone Carerra Drop 3	S	189.5	I	169
C10228	31/07/2008	2807083	I	FS	1516.01	Fuel Surcharge	7	7.88	10612.07	11938.58	Vodafone Carerra Drop 3	S	1326.51	I	169

C10229	31/07/2008		I	CI/1	1600	Westfield July School Holidays - Job 7552 - Delivery 08 Jul 2008 - 10 grams	0.0475	0.0534	76	85.5	Westfield July School Holidays	S	9.5	I	169
C10229	31/07/2008		I	FS	76	Fuel Surcharge	7	7.88	532	598.5	Westfield July School Holidays	S	66.5	I	169

C10230	31/07/2008	88018	I	CI/1	9090	Whangarei Report - Job 7563 - Delivery 31 Jul 2008 - 71 grams	0.0725	0.0816	659.025	741.403	Whangarei Report	S	82.38	I	169
C10230	31/07/2008	88018	I	CI/2	8945	Whangarei Report - Job 7546 - Delivery 03 Jul 2008 - 100 grams	0.0725	0.0816	648.512	729.576	Whangarei Report	S	81.06	I	169
C10230	31/07/2008	88018	I	CI/3	8945	Whangarei Report - Job 7560 - Delivery 10 Jul 2008 - 93 grams	0.0725	0.0816	648.512	729.576	Whangarei Report	S	81.06	I	169
C10230	31/07/2008	88018	I	CI/4	8945	Whangarei Report - Job 7561 - Delivery 17 Jul 2008 - 103 grams	0.0855	0.0962	764.798	860.398	Whangarei Report	S	95.6	I	169
C10230	31/07/2008	88018	I	CI/5	8945	Whangarei Report - Job 7562 - Delivery 24 Jul 2008 - 107 grams	0.0855	0.0962	764.798	860.398	Whangarei Report	S	95.6	I	169
C10230	31/07/2008	88018	I	FS	3485.645	Fuel Surcharge	7	7.88	24399.52	27449.46	Whangarei Report	S	3049.94	I	169

C10231	31/07/2008	2807133	I	CI/1	4594	William & Kettle - Job 7654 - Delivery 22 Jul 2008 - 10 grams	0.0475	0.0534	218.215	245.492	William & Kettle	S	27.28	I	169
C10231	31/07/2008	2807133	I	FS	218.215	Fuel Surcharge	7	7.88	1527.51	1718.45	William & Kettle	S	190.94	I	169

C10232	31/07/2008		I	CI/1	1650	Mech Traders FLyer - Job 7586 - Delivery 07 Jul 2008 - 5 grams	0.07	0.0788	115.5	129.938	Mech Traders FLyer	S	14.44	I	176
C10232	31/07/2008		I	FS	115.5	Fuel Surcharge	7	7.88	808.5	909.56	Mech Traders FLyer	S	101.06	I	176

C10233	31/07/2008		I	CI/1	41235	Bionic DLE Flyer - Job 7554 - Delivery IOA - 10 grams	0.085	0.0956	3504.975	3943.097	Bionic DLE Flyer	S	438.12	I	178
C10233	31/07/2008		I	CI/2	62230	Muckboots DLE Flyer - Job 7553 - Delivery IOA - 10 grams	0.085	0.0956	5289.55	5950.744	Muckboots DLE Flyer	S	661.19	I	178
C10233	31/07/2008		I	FS	8794.525	Fuel Surcharge	7	7.88	61561.68	69256.89	Muckboots DLE Flyer	S	7695.21	I	178

C10234	31/07/2008	2283391-87250	I	CI/1	895	Bay News - Job 7547 - Delivery 02 Jul 2008 - 95 grams	0.0855	0.0962	76.523	86.088	Bay News	S	9.56	I	201
C10234	31/07/2008	2283391-87250	I	CI/2	895	Bay News - Job 7548 - Delivery 09 Jul 2008 - 85 grams	0.0855	0.0962	76.523	86.088	Bay News	S	9.56	I	201
C10234	31/07/2008	2287655/87912	I	CI/3	895	Bay News - Job 7714 - Delivery 30 Jul 2008 - 90 grams	0.0855	0.0962	76.523	86.088	Bay News	S	9.56	I	201
C10234	31/07/2008	2283391-87250	I	CI/4	895	Bay News - Job 7549 - Delivery 16 Jul 2008 - 75 grams	0.0855	0.0962	76.523	86.088	Bay News	S	9.56	I	201
C10234	31/07/2008	2283391-87250	I	CI/5	895	Bay News - Job 7550 - Delivery 23 Jul 2008 - 160 grams	0.13	0.1463	116.35	130.894	Bay News	S	14.54	I	201
C10234	31/07/2008	2283391-87250	I	FS	422.44	Fuel Surcharge	7	7.88	2957.08	3326.72	Bay News	S	369.64	I	201

C10235	31/07/2008	2285279/87480	I	CI/1	5625	Baytrust Annual Report - Job 7590 - Delivery 22 Jul 2008 - 51 grams	0.0855	0.0962	480.938	541.055	Baytrust Annual Report	S	60.12	I	201
C10235	31/07/2008	2285279/87480	I	FS	480.938	Fuel Surcharge	7	7.88	3366.57	3787.39	Baytrust Annual Report	S	420.82	I	201

C10236	31/07/2008	2283171-86043	I	CI/1	6440	Hawkesbay Country Scene - Job 7412 - Delivery 16 Jul 2008 - 63 grams	0.0855	0.0962	550.62	619.448	Hawkesbay Country Scene	S	68.83	I	201
C10236	31/07/2008	2283171-86043	I	FS	550.62	Fuel Surcharge	7	7.88	3854.34	4336.13	Hawkesbay Country Scene	S	481.79	I	201

C10237	31/07/2008	2283135/87218	I	CI/1	1315	Metropol - Job 7501 - Delivery 18 Jul 2008 - 164 grams	0.13	0.1463	170.95	192.319	Metropol	S	21.37	I	201
C10237	31/07/2008	2283135/87218	I	CI/2	1315	Metropol - Job 7500 - Delivery 04 Jul 2008 - 214 grams	0.15	0.1687	197.25	221.906	Metropol	S	24.66	I	201
C10237	31/07/2008	2283135/87218	I	FS	368.2	Fuel Surcharge	7	7.88	2577.4	2899.58	Metropol	S	322.18	I	201

C10238	31/07/2008	2282846-87341	I	CI/1	1530	Napier Mail - Job 7479 - Delivery 23 Jul 2008 - 84 grams	0.0955	0.1074	146.115	164.379	Napier Mail	S	18.26	I	201
C10238	31/07/2008	2288667/88159	I	CI/2	1530	Napier Mail - Job 7480 - Delivery 30 Jul 2008 - 154 grams	0.14	0.1575	214.2	240.975	Napier Mail	S	26.78	I	201
C10238	31/07/2008	2282846-87341	I	CI/3	1530	Napier Mail - Job 7476 - Delivery 02 Jul 2008 - 108 grams	0.12	0.135	183.6	206.55	Napier Mail	S	22.95	I	201
C10238	31/07/2008	2282846-87341	I	CI/4	1530	Napier Mail - Job 7477 - Delivery 09 Jul 2008 - 91 grams	0.0955	0.1074	146.115	164.379	Napier Mail	S	18.26	I	201
C10238	31/07/2008	2282846-87341	I	CI/5	1530	Napier Mail - Job 7478 - Delivery 16 Jul 2008 - 93 grams	0.0955	0.1074	146.115	164.379	Napier Mail	S	18.26	I	201
C10238	31/07/2008	2282846-87341	I	FS	836.145	Fuel Surcharge	7	7.88	5853.02	6584.65	Napier Mail	S	731.63	I	201

C10239	31/07/2008	2283821/87239	I	CI/1	7304	North Canterbury News - Job 7557 - Delivery 01 Jul 2008 - 132 grams	0.12	0.135	876.48	986.04	North Canterbury News	S	109.56	I	201
C10239	31/07/2008	2285232/87239	I	CI/2	7304	North Canterbury News - Job 7591 - Delivery 08 Jul 2008 - 66 grams	0.0955	0.1074	697.532	784.724	North Canterbury News	S	87.19	I	201
C10239	31/07/2008	2285232/87239	I	FS	1574.012	Fuel Surcharge	7	7.88	11018.08	12395.34	North Canterbury News	S	1377.26	I	201

C10240	31/07/2008	2283177-87380	I	CI/1	3135	Property Outlook - Job 7491 - Delivery 03 Jul 2008 - 20 grams	0.0501	0.0564	157.064	176.697	Property Outlook	S	19.63	I	201
