Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C22891	31/10/2010		I	CI/1	2207.000	AC Petfoods DLE Flyer - Job 67047 - Delivery IOA - 15 grams.   	0.0749	0.0861	165.304	AC Petfoods DLE Flyer	S	24.80	I	100

C22892	31/10/2010		I	CI/1	1101.000	AgFirst: Focus Farm Day Tokoroa - Job 66990 - Delivery IOA - 10 grams.   Includes Linehaul.	0.1362	0.1566	149.956	AgFirst: Focus Farm Day Tokoroa	S	22.49	I	338

C22893	31/10/2010		I	CI/1	1991.000	Allfarm NZ Discussion Group - Job 66942 - Delivery IOA - 5 grams.   Includes Linehaul.	0.0753	0.0866	149.922	Allfarm NZ Discussion Group	S	22.49	I	308

C22894	31/10/2010	10455	I	CI/1	8092.000	Rural Advocate - Job 66720 - Delivery 15 Oct 2010 - 164 grams. Includes folding fee 0.0100 cents.  	0.1010	0.1162	817.292	Rural Advocate	S	122.59	I	106

C22895	31/10/2010		I	CI/1	3525.000	Te Puke Times - Job 66568 - Delivery 06 Oct 2010 - 165 grams.   	0.0910	0.1047	320.775	Te Puke Times	S	48.12	I	106
C22895	31/10/2010		I	CI/2	3525.000	Te Puke Times - Job 66830 - Delivery 13 Oct 2010 - 75 grams.   	0.0749	0.0861	264.023	Te Puke Times	S	39.60	I	106
C22895	31/10/2010		I	CI/3	3525.000	Te Puke Times - Job 66831 - Delivery 20 Oct 2010 - 105 grams.   	0.0856	0.0984	301.740	Te Puke Times	S	45.26	I	106
C22895	31/10/2010		I	CI/4	3525.000	Te Puke Times - Job 66832 - Delivery 27 Oct 2010 - 80 grams.   	0.0749	0.0861	264.023	Te Puke Times	S	39.60	I	106

C22896	31/10/2010	Matamata/Piako	I	CI/1	2230.000	Reply Paid Cards - Matamata/Piako - Job 67007 - Delivery 20 Oct 2010 - 10 grams.   	0.0749	0.0861	167.027	Reply Paid Cards - Matamata/Piako	S	25.05	I	107

C22897	31/10/2010	rodney district	I	CI/1	5412.000	Reply Paid Cards - Rodney District - Job 67006 - Delivery 19 Oct 2010 - 10 grams.   	0.0749	0.0861	405.359	Reply Paid Cards - Rodney District	S	60.80	I	107

C22898	31/10/2010	Rotorua/Taupo	I	CI/1	2597.000	Reply Paid Cards - Rotorua/Taupo - Job 66993 - Delivery 18 Oct 2010 - 10 grams.   	0.0749	0.0861	194.515	Reply Paid Cards - Rotorua/Taupo	S	29.18	I	107

