Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Total_GST_Inc	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C81802	31/03/2012		I	CI/1	2735.000	Feed Your Brain & Your Belly - Job 71172 - Delivery IOA - 20 grams.   Includes Linehaul.	0.0971	0.1117	265.57	305.41	Feed Your Brain & Your Belly	S	39.84	I	340

C81803	31/03/2012	Georgie	I	CI/1	1155.000	Agrissentials Booklet - Job 71226 - Delivery IOA - 102 grams.   Includes Linehaul.	0.1299	0.1494	150.03	172.53	Agrissentials Booklet	S	22.50	I	480
C81803	31/03/2012	Georgie	I	CI/2	1.000	Agrissentials Booklet - Job 71226 - Delivery IOA - 102 grams. Bags Boxes and Counter. Includes Linehaul.	50.0000	57.5000	50.00	57.50	Agrissentials Booklet	S	7.50	I	480

C81804	31/03/2012		I	CI/1	2118.000	Aoraki Polytech Flyer - Job 71235 - Delivery 28 Mar 2012 - 10 grams.   Includes Linehaul.	0.0971	0.1117	205.66	236.51	Aoraki Polytech Flyer	S	30.85	I	475

C81805	31/03/2012		I	CI/1	1925.000	Cambridge Property Guide - Job 70878 - Delivery 07 Mar 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	184.03	211.63	Cambridge Property Guide	S	27.60	I	106
C81805	31/03/2012		I	CI/2	1925.000	Cambridge Property Guide - Job 71078 - Delivery 14 Mar 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	184.03	211.63	Cambridge Property Guide	S	27.60	I	106
C81805	31/03/2012		I	CI/3	1925.000	Cambridge Property Guide - Job 71079 - Delivery 21 Mar 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	184.03	211.63	Cambridge Property Guide	S	27.60	I	106
C81805	31/03/2012		I	CI/4	1925.000	Cambridge Property Guide - Job 71080 - Delivery 28 Mar 2012 - 75 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	184.03	211.63	Cambridge Property Guide	S	27.60	I	106

C81806	31/03/2012	10455	I	CI/1	8092.000	Rural Advocate - Job 71082 - Delivery 16 Mar 2012 - 182 grams. Includes folding fee 0.0100 cents.  	0.1078	0.1240	872.32	1003.17	Rural Advocate	S	130.85	I	106

C81807	31/03/2012		I	CI/1	3525.000	Te Puke Times - Job 70813 - Delivery 01 Mar 2012 - 78 grams.   	0.0856	0.0984	301.74	347.00	Te Puke Times	S	45.26	I	106
C81807	31/03/2012		I	CI/2	3525.000	Te Puke Times - Job 70814 - Delivery 08 Mar 2012 - 82 grams.   	0.0856	0.0984	301.74	347.00	Te Puke Times	S	45.26	I	106
C81807	31/03/2012		I	CI/3	3525.000	Te Puke Times - Job 71083 - Delivery 15 Mar 2012 - 89 grams.   	0.0856	0.0984	301.74	347.00	Te Puke Times	S	45.26	I	106
C81807	31/03/2012		I	CI/4	3525.000	Te Puke Times - Job 71084 - Delivery 22 Mar 2012 - 141 grams.   	0.0920	0.1058	324.30	372.95	Te Puke Times	S	48.65	I	106
C81807	31/03/2012		I	CI/5	3525.000	Te Puke Times - Job 71085 - Delivery 29 Mar 2012 - 143 grams.   	0.0920	0.1058	324.30	372.95	Te Puke Times	S	48.65	I	106

C81808	31/03/2012	Waikato	I	CI/1	2815.000	Farm location Maps - Job 71230 - Delivery 26 Mar 2012 - 100 grams.   	0.0942	0.1083	265.17	304.95	Farm location Maps	S	39.78	I	107

C81809	31/03/2012	Nelson	I	CI/1	1887.000	Farm Location Maps - Job 71231 - Delivery IOA - 100 grams.   	0.0942	0.1083	177.76	204.42	Farm Location Maps	S	26.66	I	107

