Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Total_GST_Inc	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C82654	31/07/2012		I	CI/1	12748.000	Leader Products Flyer - Job 72160 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0900	0.1035	1147.32	1319.42	Leader Products Flyer	S	172.10	I	165

C82655	31/07/2012		I	CI/1	1373.000	Heatland Helicopters - Job 72360 - Delivery IOA - 10 grams.   Includes Linehaul.	0.1092	0.1256	149.93	172.42	Heatland Helicopters	S	22.49	I	442

C82656	31/07/2012		I	CI/1	1000.000	Millennium Hotel - Job 72214 - Delivery 20 Jul 2012 - 10 grams.   Includes Linehaul.	0.1000	0.1150	100.00	115.00	Millennium Hotel	S	15.00	I	511

C82657	31/07/2012		I	CI/1	56711.000	Eprinex Cattle 3+1 Promotion 2012 - Job 72357 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	5506.64	6332.64	Eprinex Cattle 3+1 Promotion 2012	S	826.00	I	178

C82658	31/07/2012		I	CI/1	37912.000	EXODUS Mailer - Job 72212 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	3681.26	4233.45	EXODUS Mailer	S	552.19	I	178

C82659	31/07/2012	BBQ & Prelamb	I	CI/1	8730.000	Kiwi Sizzler BIONIC BBQ's - Job 72140 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	847.68	974.83	Kiwi Sizzler BIONIC BBQ's	S	127.15	I	178
C82659	31/07/2012	BBQ & Prelamb	I	CI/2	8730.000	Prelamb 2012 Mailer - Job 72139 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	847.68	974.83	Prelamb 2012 Mailer	S	127.15	I	178

C82660	31/07/2012		I	CI/1	28964.000	Canterbury Farming - Job 72271 - Delivery 27 Jul 2012 - 60 grams.   Includes Linehaul.	0.0959	0.1103	2777.65	3194.30	Canterbury Farming	S	416.65	I	257

C82661	31/07/2012		I	CI/1	5225.000	Kaipara Lifestyler - Job 71925 - Delivery 04 Jul 2012 - 75 grams.   	0.0776	0.0892	405.46	466.28	Kaipara Lifestyler	S	60.82	I	257
C82661	31/07/2012		I	CI/2	5225.000	Kaipara Lifestyler - Job 71926 - Delivery 11 Jul 2012 - 75 grams.   	0.0776	0.0892	405.46	466.28	Kaipara Lifestyler	S	60.82	I	257
C82661	31/07/2012		I	CI/3	5225.000	Kaipara Lifestyler - Job 72272 - Delivery 18 Jul 2012 - 75 grams.   	0.0776	0.0892	405.46	466.28	Kaipara Lifestyler	S	60.82	I	257
C82661	31/07/2012		I	CI/4	5225.000	Kaipara Lifestyler - Job 72273 - Delivery 25 Jul 2012 - 75 grams.   	0.0776	0.0892	405.46	466.28	Kaipara Lifestyler	S	60.82	I	257

C82662	31/07/2012		I	CI/1	33082.000	Northland Farming Lifestyler - Job 72380 - Delivery 23 Jul 2012 - 71 grams.   	0.0959	0.1103	3172.56	3648.44	Northland Farming Lifestyler	S	475.88	I	257

C82663	31/07/2012		I	CI/1	22281.000	Taranaki/Manawatu  Farming Lifestlye - Job 72196 - Delivery IOA - 55 grams.   Includes Linehaul.	0.0959	0.1103	2136.75	2457.26	Taranaki/Manawatu  Farming Lifestlye	S	320.51	I	257

C82664	31/07/2012		I	CI/1	30455.000	Waikato Farming Lifestyler - Job 72213 - Delivery IOA - 60 grams.   Includes Linehaul.	0.0959	0.1103	2920.63	3358.72	Waikato Farming Lifestyler	S	438.09	I	257

C82665	31/07/2012		I	CI/1	2143.000	NZ Farmers Livestock Flyer - Job 72373 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	208.09	239.30	NZ Farmers Livestock Flyer	S	31.21	I	433

C82666	31/07/2012		I	CI/1	26321.000	Dairyman - Job 72121 - Delivery 09 Jul 2012 - 157 grams.   Includes Linehaul.	0.1511	0.1738	3977.10	4573.67	Dairyman	S	596.57	I	261

C82667	31/07/2012		I	CI/1	81109.000	Straight Furrow - Job 72159 - Delivery 02 Jul 2012 - 70 grams.   Includes Linehaul.	0.0973	0.1119	7891.91	9075.70	Straight Furrow	S	1183.79	I	261
C82667	31/07/2012		I	CI/2	1853.000	Straight Furrow - Job 72159 - Delivery 02 Jul 2012 - 70 grams. Bags Boxes and Counter. Includes Linehaul.	0.0000	0.0000	0.00	0.00	Straight Furrow	S	0.00	I	261

C82668	31/07/2012		I	CI/1	81109.000	Straight Furrow - Job 72211 - Delivery 16 Jul 2012 - 79 grams.   Includes Linehaul.	0.0973	0.1119	7891.91	9075.70	Straight Furrow	S	1183.79	I	261
C82668	31/07/2012		I	CI/2	1853.000	Straight Furrow - Job 72211 - Delivery 16 Jul 2012 - 79 grams. Bags Boxes and Counter. Includes Linehaul.	0.0000	0.0000	0.00	0.00	Straight Furrow	S	0.00	I	261

C82669	31/07/2012		I	CI/1	81109.000	Straight Furrow - Job 72393 - Delivery 30 Jul 2012 - 75 grams.   Includes Linehaul.	0.0973	0.1119	7891.91	9075.70	Straight Furrow	S	1183.79	I	261
C82669	31/07/2012		I	CI/2	1853.000	Straight Furrow - Job 72393 - Delivery 30 Jul 2012 - 75 grams. Bags Boxes and Counter. Includes Linehaul.	0.0000	0.0000	0.00	0.00	Straight Furrow	S	0.00	I	261

C82670	31/07/2012		I	CI/1	19077.000	Straight Furrow - Central - Job 72188 - Delivery 10 Jul 2012 - 266 grams.   Includes Linehaul.	0.2132	0.2452	4067.22	4677.30	Straight Furrow - Central	S	610.08	I	261
C82670	31/07/2012		I	CI/2	1342.000	Straight Furrow - Central - Job 72188 - Delivery 10 Jul 2012 - 266 grams. Bags Boxes and Counter. Includes Linehaul.	0.0000	0.0000	0.00	0.00	Straight Furrow - Central	S	0.00	I	261

